id,y__abs_energy,"y__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",y__ar_coefficient__coeff_3__k_10,y__count_above_mean,"y__fft_aggregated__aggtype_""centroid""",y__index_mass_quantile__q_0.1,y__number_peaks__n_1,y__ratio_beyond_r_sigma__r_1.5
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---4,4.131217007081384e-08,-0.0392983391345317,0.0026495494052998,472.0,625.7337066676752,0.0956666666666666,964.0,0.005
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---5,4.763726216782893e-08,0.0172569824011597,-0.000874191186649,306.0,632.5399134465771,0.0986666666666666,880.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---6,4.21830574161472e-08,-0.1146463895656989,0.0037025619639918,240.0,588.5513307396118,0.0983333333333333,891.0,0.0056666666666666
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---7,4.21830574161472e-08,-0.1146463895656989,0.0037025619639918,240.0,588.5513307396118,0.0983333333333333,891.0,0.0056666666666666
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---8,4.699025904395912e-08,-0.0750738532672645,0.0010210565199351,245.0,633.8431086352869,0.0963333333333333,961.0,0.0056666666666666
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#---9,4.2286426284742376e-08,-0.0880815150165663,-0.0005175372155703,320.0,641.0768823839661,0.0963333333333333,912.0,0.004
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---0,3.417304155565408e-09,0.0230770843568714,0.0034173566992111,483.0,694.3161243452805,0.091,936.0,0.0046666666666666
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---1,2.7959297334994167e-09,-0.1466660741778787,0.0325857129001663,436.0,632.9849963945496,0.0913333333333333,911.0,0.0103333333333333
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---2,2.913647911641809e-09,-0.0464965707929639,0.010000161206917,467.0,679.2861419013958,0.093,876.0,0.005
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---3,2.8179250208458126e-09,-0.0556875354340184,0.0141093332425483,364.0,682.7092926943337,0.092,948.0,0.004
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---4,3.0174942738502303e-09,-0.0610464335607985,0.0151796146560346,350.0,686.2214417218313,0.0883333333333333,920.0,0.005
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---5,3.417304155565408e-09,0.0230770843568714,0.0034173566992111,483.0,694.3161243452805,0.091,936.0,0.0046666666666666
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---6,4.211332658696284e-09,0.0466843919306675,0.0005492467799891,286.0,712.8965368223869,0.097,893.0,0.0033333333333333
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---7,3.7542661769904994e-09,-0.002851883838487,0.0023684234644113,349.0,706.9948108537766,0.094,919.0,0.0033333333333333
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---8,3.1874525280264204e-09,0.0212496297251436,0.0073790609043407,334.0,689.7374356313815,0.0933333333333333,927.0,0.007
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase#---9,2.8179250208458126e-09,-0.0556875354340184,0.0141093332425483,364.0,682.7092926943337,0.092,948.0,0.004
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---0,2.7730821758248347e-10,-0.0341711613464205,0.0001996407523122,401.0,736.590048060291,0.091,969.0,0.0013333333333333
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---1,6.122148575976249e-11,-0.1589328154533084,0.0160352611049989,429.0,683.3626064478234,0.085,955.0,0.0073333333333333
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---2,1.2299890456355808e-10,-0.0156366808237,-0.0016156009808316,299.0,719.9950178238432,0.092,976.0,0.004
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---3,5.342278059314588e-11,-0.1342946071316036,0.0591824696220862,441.0,655.2116970699014,0.087,962.0,0.0093333333333333
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---4,2.7730821758248347e-10,-0.0341711613464205,0.0001996407523122,401.0,736.590048060291,0.091,969.0,0.0013333333333333
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---7,2.7730821758248347e-10,-0.0341711613464205,0.0001996407523122,401.0,736.590048060291,0.091,969.0,0.0013333333333333
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---8,3.1341195164130155e-10,-0.0904408800822889,-0.0008073246325573,261.0,739.2284490913844,0.0793333333333333,984.0,0.003
apache__camel#org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray#---9,3.0052314391869013e-10,0.0458142227939311,0.0018500243435516,306.0,737.374725393648,0.0876666666666666,961.0,0.004
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---0,0.648293197260553,-0.1205787350838986,0.0183647496298249,317.0,656.5984206408453,0.0836666666666666,1026.0,0.006
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---1,0.6206437136803492,-0.1421954580126067,0.0612907999554027,445.0,629.6373326016204,0.0836666666666666,976.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---2,0.6506766120844474,-0.1676143576598812,0.0221411897207123,289.0,664.6520298562771,0.0816666666666666,1037.0,0.005
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---3,0.6952213298047268,-0.0416753328978869,0.0284030048091143,384.0,670.8178156316927,0.0793333333333333,1021.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---4,0.6706389314139601,-0.0616931654596106,0.0363310245962554,376.0,663.2102777340831,0.082,1022.0,0.0046666666666666
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---5,0.6506766120844474,-0.1676143576598812,0.0221411897207123,289.0,664.6520298562771,0.0816666666666666,1037.0,0.005
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---6,0.7074757005046787,-0.102602946527602,0.0844561226094448,528.0,657.2344962750727,0.0746666666666666,1029.0,0.0056666666666666
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---7,0.648293197260553,-0.1205787350838986,0.0183647496298249,317.0,656.5984206408453,0.0836666666666666,1026.0,0.006
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---8,0.6952213298047268,-0.0416753328978869,0.0284030048091143,384.0,670.8178156316927,0.0793333333333333,1021.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#---9,0.648293197260553,-0.1205787350838986,0.0183647496298249,317.0,656.5984206408453,0.0836666666666666,1026.0,0.006
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---0,0.4051141916154667,-0.0998582736220958,0.0570680531705368,1.0,749.9652469598763,0.0003333333333333,933.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---1,0.4104710134343934,-0.099853631604876,0.0433862838726196,1.0,749.9659493642678,0.0003333333333333,912.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---2,0.4077882163099006,-0.0998449202674236,0.0449838270460188,1.0,749.9657116203574,0.0003333333333333,924.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---3,0.4077882163099006,-0.0998449202674236,0.0449838270460188,1.0,749.9657116203574,0.0003333333333333,924.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---4,0.4281236859730237,-0.0998591426535134,0.0506617261277246,1.0,749.9662582727443,0.0003333333333333,900.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---5,0.4091285117571059,-0.0998559536869501,0.072923097448127,1.0,749.9663229492043,0.0003333333333333,892.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---6,0.4051141916154667,-0.0998582736220958,0.0570680531705368,1.0,749.9652469598763,0.0003333333333333,933.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---7,0.3997925699443452,-0.0998588390239628,0.0343387420254536,1.0,749.9643206466449,0.0003333333333333,921.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---8,0.4077882075582129,-0.0998608626043491,0.0471647819596976,1.0,749.9664937546859,0.0003333333333333,904.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast#---9,0.4091285117571059,-0.0998559536869501,0.072923097448127,1.0,749.9663229492043,0.0003333333333333,892.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---0,0.3945060268940163,-0.0998371043478994,0.067620585476198,1.0,749.9730252001158,0.0003333333333333,951.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---1,0.4131625527130518,-0.0998526146348747,0.0447288664429586,1.0,749.9718479744886,0.0003333333333333,927.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---2,0.4091284358724453,-0.0998366626019932,0.0558679357895934,1.0,749.9731656556021,0.0003333333333333,927.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---3,0.3971448624798862,-0.0998657877419052,0.0664638172992842,1.0,749.9718933151158,0.0003333333333333,952.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---4,0.4104709402605799,-0.0998508295673569,0.045635829227514,1.0,749.9733874360342,0.0003333333333333,897.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---5,0.417216444173473,-0.0998479361097623,0.0677084141026873,1.0,749.9734965684465,0.0003333333333333,946.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---6,0.4131625527130518,-0.0998526146348747,0.0447288664429586,1.0,749.9718479744886,0.0003333333333333,927.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---7,0.4091284358724453,-0.0998366626019932,0.0558679357895934,1.0,749.9731656556021,0.0003333333333333,927.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---8,0.3945060268940163,-0.0998371043478994,0.067620585476198,1.0,749.9730252001158,0.0003333333333333,951.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#---9,0.3971448624798862,-0.0998657877419052,0.0664638172992842,1.0,749.9718933151158,0.0003333333333333,952.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---0,0.4104768879904139,-0.0999111152260637,0.0067540430194758,1.0,749.8041283155413,0.0003333333333333,892.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---1,0.3997982517940722,-0.0998562183780519,0.0043748372414606,1.0,749.8054011720892,0.0003333333333333,906.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---2,0.4104768879904139,-0.0999111152260637,0.0067540430194758,1.0,749.8041283155413,0.0003333333333333,892.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---3,0.4131681787983542,-0.0998704080299646,0.0031667574274742,1.0,749.804214242242,0.0003333333333333,911.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---4,0.3997982517940722,-0.0998562183780519,0.0043748372414606,1.0,749.8054011720892,0.0003333333333333,906.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---5,0.3945117370687822,-0.0998838680679931,0.0169796367237847,1.0,749.8053705042211,0.0003333333333333,931.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---6,0.4037859034369876,-0.0999085504274198,0.0369971731154277,1.0,749.8082177637144,0.0003333333333333,929.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---7,0.4131681787983542,-0.0998704080299646,0.0031667574274742,1.0,749.804214242242,0.0003333333333333,911.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---8,0.4024544304014189,-0.0999260271833342,0.0602825565788336,1.0,749.8077987422055,0.0003333333333333,914.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#---9,0.3997982517940722,-0.0998562183780519,0.0043748372414606,1.0,749.8054011720892,0.0003333333333333,906.0,0.0003333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---0,0.0571612595324032,-0.1839316618549391,-0.0535286285543284,351.0,429.25059450683,0.0853333333333333,924.0,0.0813333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---1,0.0580902643307636,-0.2685076984416853,-0.0318505647922351,339.0,432.8774230738742,0.0866666666666666,917.0,0.0796666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---2,0.0571612595324032,-0.1839316618549391,-0.0535286285543284,351.0,429.25059450683,0.0853333333333333,924.0,0.0813333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---3,0.0558134576111308,-0.2833729439932222,-0.0176701598784669,314.0,440.11812400952186,0.0863333333333333,966.0,0.0743333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---5,0.0599903713925281,-0.1934295619314585,0.0063066896614759,352.0,424.6206978334525,0.0873333333333333,902.0,0.0793333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---6,0.0552074635575426,-0.2141588637264655,0.0480845640440702,336.0,460.6141866968345,0.087,912.0,0.0733333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#---8,0.0599903713925281,-0.1934295619314585,0.0063066896614759,352.0,424.6206978334525,0.0873333333333333,902.0,0.0793333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---0,0.8582279615630715,-0.0432065595836341,0.0105839046744528,1035.0,692.309941185258,0.1036666666666666,920.0,0.0096666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---1,0.8610880673383895,-0.0696136461741094,0.0177890427451022,815.0,689.2756908037898,0.0913333333333333,948.0,0.0076666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---2,0.6358770129732485,-0.0234961357927887,0.0079878096789348,838.0,668.0190097128668,0.0946666666666666,951.0,0.0093333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---3,0.8209961525067834,0.0270493648023416,0.0109056049682947,1024.0,688.7241783852244,0.0923333333333333,924.0,0.007
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---4,0.8582279615630715,-0.0432065595836341,0.0105839046744528,1035.0,692.309941185258,0.1036666666666666,920.0,0.0096666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---5,0.6438303722614591,-0.0080406263400983,0.0108659098270143,611.0,697.8049163057144,0.087,874.0,0.008
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---6,0.8243451498923454,0.0110280209396626,0.1114090112723987,833.0,691.1816478352334,0.1016666666666666,947.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---7,0.6038117897682334,-0.0032327477070607,0.0085078718211781,485.0,694.2074297609933,0.0903333333333333,898.0,0.0076666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---8,0.5300145650839465,-0.0710062660833073,0.0287303157617665,648.0,669.5516339033875,0.0853333333333333,910.0,0.0056666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#---9,0.8209961525067834,0.0270493648023416,0.0109056049682947,1024.0,688.7241783852244,0.0923333333333333,924.0,0.007
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---0,1.157436265289028,-0.0105441404533468,0.0062652228707654,865.0,685.7834419254535,0.094,941.0,0.0083333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---1,1.157436265289028,-0.0105441404533468,0.0062652228707654,865.0,685.7834419254535,0.094,941.0,0.0083333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---2,1.284070474387729,-0.0627530765153431,0.0039036283062125,854.0,695.4696230229484,0.0913333333333333,889.0,0.0086666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---3,1.0789521119349008,0.0298032801590465,-0.0034613527271054,643.0,690.8364897581588,0.092,921.0,0.0096666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---4,1.2364086689006506,-0.03622077906713,0.0012911602246209,887.0,696.4055125956563,0.0936666666666666,942.0,0.0076666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---5,1.1817057652300629,0.0404784811991534,0.0653186240698034,713.0,696.4836473599349,0.0923333333333333,914.0,0.008
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---6,1.1817057652300629,0.0404784811991534,0.0653186240698034,713.0,696.4836473599349,0.0923333333333333,914.0,0.008
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---7,0.9872599352338663,-0.0967936069928903,0.0014271176533127,708.0,652.7869323849528,0.0906666666666666,853.0,0.008
apache__camel#org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest#---9,1.1817057652300629,0.0404784811991534,0.0653186240698034,713.0,696.4836473599349,0.0923333333333333,914.0,0.008
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---0,1.2280384249559004,-0.2932459705046626,-0.018726901502676,355.0,491.6558225027028,0.0816666666666666,832.0,0.0883333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---1,1.1894873380691318,-0.2119544514493911,8.755005052881419e-05,326.0,472.6941390627859,0.0836666666666666,858.0,0.0703333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---3,1.2280384249559004,-0.2932459705046626,-0.018726901502676,355.0,491.6558225027028,0.0816666666666666,832.0,0.0883333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---4,1.208446798093329,-0.1893795673763045,-0.0739632272053489,333.0,498.1390306717484,0.09,834.0,0.0716666666666666
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---5,1.1989806848486777,-0.1376685742569236,0.0423242207923946,284.0,495.7450774843429,0.0903333333333333,828.0,0.053
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---6,1.1989806848486777,-0.1376685742569236,0.0423242207923946,284.0,495.7450774843429,0.0903333333333333,828.0,0.053
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---7,1.2316495090200514,-0.3006190286449002,-0.0654129635922803,438.0,399.83001977837176,0.0866666666666666,772.0,0.105
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---8,1.2018885909451422,-0.197123176597274,-0.0750241327647125,368.0,484.5720795804837,0.086,782.0,0.0863333333333333
apache__camel#org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate#---9,1.2018885909451422,-0.197123176597274,-0.0750241327647125,368.0,484.5720795804837,0.086,782.0,0.0863333333333333
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---0,5.763472190967751e-11,-0.2021271823907694,0.0260933048324031,404.0,680.5990567816677,0.0773333333333333,969.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---1,6.287450321059147e-11,-0.1703918133105037,0.0268531275262879,425.0,671.2967865645355,0.0783333333333333,968.0,0.0073333333333333
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---2,5.763472190967751e-11,-0.2021271823907694,0.0260933048324031,404.0,680.5990567816677,0.0773333333333333,969.0,0.0063333333333333
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---3,7.839231265832523e-11,-0.1407286769326151,0.0378490887971694,370.0,710.930551813998,0.0783333333333333,960.0,0.0053333333333333
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---4,6.113158890287654e-11,0.009567400395855,0.0222103245814478,397.0,675.7476314961655,0.0873333333333333,978.0,0.007
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---5,6.113158890287654e-11,0.009567400395855,0.0222103245814478,397.0,675.7476314961655,0.0873333333333333,978.0,0.007
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---6,9.760725383872919e-11,-0.102423504107057,0.0179574261735328,389.0,711.4113744775553,0.0776666666666666,940.0,0.006
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---7,6.088710179835583e-11,-0.0484325704213047,-0.0001890047287743,334.0,685.5230740099589,0.089,973.0,0.0066666666666666
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---8,6.113158890287654e-11,0.009567400395855,0.0222103245814478,397.0,675.7476314961655,0.0873333333333333,978.0,0.007
apache__camel#org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray#---9,9.998647682025488e-11,-0.0630809899405215,0.0075655645715673,393.0,720.2801889829477,0.0856666666666666,946.0,0.0046666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---0,1.9643587007164573e-08,-0.1260251411553791,0.0657449257424638,412.0,565.0788225108846,0.0843333333333333,934.0,0.0853333333333333
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---1,2.046781823583448e-08,-0.1131927112765034,0.0526642375346409,415.0,592.277179904053,0.0886666666666666,930.0,0.085
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---2,1.924704252851321e-08,-0.1200909632484867,0.0311146382169905,323.0,612.8093766904408,0.083,939.0,0.063
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---3,2.1330532025379225e-08,-0.2831583281478971,0.060370223662342,458.0,572.987175810861,0.0846666666666666,909.0,0.0986666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---4,2.1330532025379225e-08,-0.2831583281478971,0.060370223662342,458.0,572.987175810861,0.0846666666666666,909.0,0.0986666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---5,2.0425450205577464e-08,-0.1972939408420709,0.0567416199165463,412.0,603.2633165321699,0.0836666666666666,938.0,0.0796666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---6,2.3229499632849105e-08,-0.1840706981047595,0.0418839659525638,488.0,650.5810092447396,0.0873333333333333,933.0,0.012
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---7,2.1330532025379225e-08,-0.2831583281478971,0.060370223662342,458.0,572.987175810861,0.0846666666666666,909.0,0.0986666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---8,2.3229499632849105e-08,-0.1840706981047595,0.0418839659525638,488.0,650.5810092447396,0.0873333333333333,933.0,0.012
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString#---9,1.9643587007164573e-08,-0.1260251411553791,0.0657449257424638,412.0,565.0788225108846,0.0843333333333333,934.0,0.0853333333333333
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---0,3.020520275474827e-07,-0.2988995623121573,0.0546904181413659,287.0,565.4616679196461,0.0753333333333333,933.0,0.0476666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---1,3.168146437721453e-07,-0.2742038062761455,0.0391659749706009,328.0,524.3380159066903,0.0653333333333333,954.0,0.061
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---5,3.109524737988764e-07,-0.250832799899443,0.0423808555960899,303.0,529.3551558426419,0.0643333333333333,918.0,0.0586666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---6,3.168146437721453e-07,-0.2742038062761455,0.0391659749706009,328.0,524.3380159066903,0.0653333333333333,954.0,0.061
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---7,3.020520275474827e-07,-0.2988995623121573,0.0546904181413659,287.0,565.4616679196461,0.0753333333333333,933.0,0.0476666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString#---9,3.077732259753658e-07,-0.2613040271480247,-0.0082393380669173,310.0,555.6759840320882,0.076,888.0,0.0536666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---0,2.3514177199781745e-08,-0.2287323917348022,0.0426860011761385,388.0,579.6527537388221,0.08,941.0,0.051
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---1,2.3514177199781745e-08,-0.2287323917348022,0.0426860011761385,388.0,579.6527537388221,0.08,941.0,0.051
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---2,2.384643924298621e-08,-0.1714049208187035,0.0018073203483083,376.0,596.6726479805401,0.082,941.0,0.0546666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---3,2.526991139174412e-08,-0.1960680448698787,0.0351684906245904,304.0,641.0565270130065,0.0786666666666666,935.0,0.0466666666666666
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---5,2.2941794058125652e-08,-0.1581299800051311,-0.02048914013135,423.0,585.7600156202931,0.08,936.0,0.056
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#---6,2.4631426320746235e-08,-0.0100909271555459,0.0389986718890605,345.0,616.3709664414404,0.0826666666666666,945.0,0.049
