id,y__quantile__q_0.1,y__quantile__q_0.3,y__quantile__q_0.4,y__quantile__q_0.2,y__minimum,"y__fft_coefficient__attr_""abs""__coeff_0","y__fft_coefficient__attr_""real""__coeff_0","y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__mean,y__median,y__sum_values,y__quantile__q_0.6,"y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",y__quantile__q_0.7,y__quantile__q_0.8,y__root_mean_square,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","y__linear_trend__attr_""intercept""","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",y__quantile__q_0.9,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","y__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","y__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10---9,1.8219334021002223e-06,1.8247004051141648e-06,1.8258370280920213e-06,1.823537519128682e-06,1.7933514431239404e-06,0.0057701319841717,0.0057701319841717,1.816425652713557e-06,1.923377328057261e-06,1.8269729878184369e-06,0.0057701319841717,1.8284510887345088e-06,1.862159661127132e-06,1.891097951489434e-06,1.8303939115963808e-06,1.8394182491972896e-06,2.068004447273292e-06,1.9839602292872696e-06,1.9840027856831687e-06,1.9838286949601e-06,2.1888781021377584e-06,1.983351197026368e-06,6.130130495287545e-06,5.653687260657272e-06,2.5373323131113e-06,2.226813839291209e-06,3.3293481806581165e-06,5.51600442512821e-06,4.610764118959336e-06,5.937172757470639e-06
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---0,6.983916048126852e-08,7.1947495183813e-08,7.306544993776702e-08,7.03085025784252e-08,4.904115541922291e-08,0.0002371608868618,0.0002371608868618,5.984251981887763e-08,7.90536289539435e-08,7.325120498299494e-08,0.0002371608868618,7.341715043900638e-08,6.559212682419186e-08,6.769650673491283e-08,7.37084222141477e-08,7.4739820806784e-08,2.5475622057847484e-07,6.78486479347477e-08,6.783809149814385e-08,6.78407836683246e-08,7.591752272610735e-08,6.801856675626538e-08,2.898025888287615e-07,2.66348637921662e-07,3.7084239924166034e-08,5.570974667107006e-08,1.6428946939052597e-07,2.6911337915345826e-07,2.771524955482276e-07,2.460265524162986e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---1,6.617813466698117e-08,7.041691176470588e-08,7.177260864846253e-08,6.88889068382643e-08,4.9534449760765566e-08,0.0002230924155866,0.0002230924155866,5.788121857064189e-08,7.43641385288747e-08,7.357742762875414e-08,0.0002230924155866,7.467552043300597e-08,6.444547242461756e-08,6.700108623210116e-08,7.54633666222368e-08,7.619879487761773e-08,8.699470177574335e-08,7.41067511171772e-08,7.410581854620921e-08,7.411239704506876e-08,7.777840844320568e-08,7.409902226366212e-08,2.6715312278548214e-07,2.4091037389084375e-07,1.0250822714895402e-07,8.860293858347826e-08,1.3464367020547414e-07,2.461100719533279e-07,2.422686184668687e-07,2.295969236553248e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---2,6.85629774066769e-08,7.332565391259724e-08,7.378775793768108e-08,7.1945766420919e-08,5.0001916626736936e-08,0.0002286651821951,0.0002286651821951,5.7827216810244984e-08,7.62217273983861e-08,7.431497811890004e-08,0.0002286651821951,7.590760737429315e-08,6.498479183105788e-08,6.781045908859502e-08,7.755181964982173e-08,7.82322857908473e-08,9.132958065723773e-08,7.654098743383736e-08,7.6541857020913e-08,7.654379470203973e-08,7.956486838520587e-08,7.653030924664164e-08,3.2213984797261826e-07,2.913325681397456e-07,1.1093022884649149e-07,9.409684498709809e-08,1.5215965955399744e-07,2.964373744543983e-07,3.0363033868934965e-07,2.7236912689632974e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---3,6.60937189080291e-08,7.020581638748031e-08,7.169931341082008e-08,6.961562800319157e-08,5.02832233741753e-08,0.0002213792174266,0.0002213792174266,5.8145685896371854e-08,7.379307247553663e-08,7.361216029108709e-08,0.0002213792174266,7.413938594048943e-08,6.594314876497027e-08,6.82524260539658e-08,7.500528601498063e-08,7.602611408276376e-08,8.129206025704815e-08,7.693462737799732e-08,7.693977574819568e-08,7.692537088949889e-08,7.733269129635971e-08,7.687015253248155e-08,3.30322874877659e-07,2.9454645111721585e-07,1.1779483663710368e-07,9.695540015773338e-08,1.2521670944534102e-07,2.994270251184688e-07,2.934472577558865e-07,2.962070600519341e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---4,6.586271319974509e-08,7.034021338827463e-08,7.187846070366463e-08,6.92995979330926e-08,5.0204681274900407e-08,0.0002208880732397,0.0002208880732397,5.7665698364247095e-08,7.362935774657869e-08,7.40260166936347e-08,0.0002208880732397,7.441530289627325e-08,6.529877007428347e-08,6.789368008096027e-08,7.501491133573683e-08,7.583720869470293e-08,7.998085651232748e-08,7.578879698268115e-08,7.579457986721907e-08,7.578357998823557e-08,7.73348114009755e-08,7.57543170972104e-08,2.969991373513962e-07,2.6047631001840605e-07,1.0825691616863846e-07,9.25441435935506e-08,1.454603940339971e-07,2.678963313391664e-07,2.6890466154641026e-07,2.474240715314245e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---5,7.54154037495138e-08,7.83524815227314e-08,7.879590258987246e-08,7.764490061984435e-08,5.0335288367546455e-08,0.0002401128545276,0.0002401128545276,5.9436685762175824e-08,8.003761817588252e-08,7.943730064127304e-08,0.0002401128545276,7.991682876057572e-08,6.910097729508243e-08,7.180097764399345e-08,8.03656659576708e-08,8.16101136919647e-08,8.533000455660889e-08,8.003402401872015e-08,8.003769103560362e-08,8.002847502738523e-08,8.33174489016612e-08,7.998698948282074e-08,2.646843461219285e-07,2.3717033530607186e-07,1.1054944722018829e-07,9.61827264695982e-08,1.3838855639833774e-07,2.399720285694392e-07,2.445610392871309e-07,2.235617585988587e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---6,6.85629774066769e-08,7.332565391259724e-08,7.378775793768108e-08,7.1945766420919e-08,5.0001916626736936e-08,0.0002286651821951,0.0002286651821951,5.7827216810244984e-08,7.62217273983861e-08,7.431497811890004e-08,0.0002286651821951,7.590760737429315e-08,6.498479183105788e-08,6.781045908859502e-08,7.755181964982173e-08,7.82322857908473e-08,9.132958065723773e-08,7.654098743383736e-08,7.6541857020913e-08,7.654379470203973e-08,7.956486838520587e-08,7.653030924664164e-08,3.2213984797261826e-07,2.913325681397456e-07,1.1093022884649149e-07,9.409684498709809e-08,1.5215965955399744e-07,2.964373744543983e-07,3.0363033868934965e-07,2.7236912689632974e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---7,6.644284931683425e-08,6.791554513425194e-08,6.950035710133275e-08,6.706770198741639e-08,4.956030389363723e-08,0.0002143567868665,0.0002143567868665,5.5140495193328175e-08,7.145226228884655e-08,7.005767395986063e-08,0.0002143567868665,7.043357967822365e-08,6.264050822054345e-08,6.491848183458618e-08,7.088752716198998e-08,7.184324182253419e-08,8.251282774947096e-08,7.413401404766538e-08,7.413783861573819e-08,7.41284617541125e-08,7.35190585446722e-08,7.407706727694143e-08,2.927558128250894e-07,2.5991509291084777e-07,1.1978087765566193e-07,9.655720589509772e-08,1.2583906753009545e-07,2.665554237268454e-07,2.752633563823201e-07,2.4300385000175863e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---8,6.644284931683425e-08,6.791554513425194e-08,6.950035710133275e-08,6.706770198741639e-08,4.956030389363723e-08,0.0002143567868665,0.0002143567868665,5.5140495193328175e-08,7.145226228884655e-08,7.005767395986063e-08,0.0002143567868665,7.043357967822365e-08,6.264050822054345e-08,6.491848183458618e-08,7.088752716198998e-08,7.184324182253419e-08,8.251282774947096e-08,7.413401404766538e-08,7.413783861573819e-08,7.41284617541125e-08,7.35190585446722e-08,7.407706727694143e-08,2.927558128250894e-07,2.5991509291084777e-07,1.1978087765566193e-07,9.655720589509772e-08,1.2583906753009545e-07,2.665554237268454e-07,2.752633563823201e-07,2.4300385000175863e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1---9,6.60937189080291e-08,7.020581638748031e-08,7.169931341082008e-08,6.961562800319157e-08,5.02832233741753e-08,0.0002213792174266,0.0002213792174266,5.8145685896371854e-08,7.379307247553663e-08,7.361216029108709e-08,0.0002213792174266,7.413938594048943e-08,6.594314876497027e-08,6.82524260539658e-08,7.500528601498063e-08,7.602611408276376e-08,8.129206025704815e-08,7.693462737799732e-08,7.693977574819568e-08,7.692537088949889e-08,7.733269129635971e-08,7.687015253248155e-08,3.30322874877659e-07,2.9454645111721585e-07,1.1779483663710368e-07,9.695540015773338e-08,1.2521670944534102e-07,2.994270251184688e-07,2.934472577558865e-07,2.962070600519341e-07
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---0,0.0170338986666666,0.0170448213333333,0.0170666666666666,0.01703936,0.0170011306666666,52.64441726293334,52.64441726293334,0.0170518166149362,0.0175481390876444,0.0170775893333333,52.64441726293334,0.0170994346666666,0.0174249874440694,0.0177771564488814,0.0171649706666666,0.0172796586666666,0.0175949543340967,0.0182039751532524,0.0182048306966529,0.0182027593745387,0.02010710016,0.018193235550193,0.0479835830265512,0.0454557210582901,0.0194901897126792,0.0188998937964429,0.0343499833073084,0.0436958684633655,0.0326046906507379,0.0491972500774529
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---1,0.0170448213333333,0.0170939733333333,0.0171103573333333,0.017072128,0.017006592,52.958187246933335,52.958187246933335,0.0171059673763205,0.0176527290823111,0.0171322026666666,52.958187246933335,0.0171595093333333,0.0174088582579077,0.0177198741198447,0.0172032,0.0173233493333333,0.0177220327370905,0.018227688998639,0.0182285555100913,0.0182267459460772,0.0202964992,0.0182179304998236,0.0475428672991126,0.0452297868703395,0.0196876730863935,0.0190139403790482,0.0357345863581513,0.0435667956734383,0.0326149476225942,0.0491709168689085
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---2,0.01703936,0.017072128,0.0170994346666666,0.0170448213333333,0.0170011306666666,52.99959179946667,52.99959179946667,0.0172903425865209,0.0176665305998222,0.0171103573333333,52.99959179946667,0.0171322026666666,0.0176139101929036,0.0177968298314542,0.0171758933333333,0.0173135189333333,0.0177379896591839,0.0182355102016698,0.018236190969712,0.0182344961284441,0.02031681536,0.0182267230435555,0.0457387535363968,0.0444040044584586,0.0199681151174071,0.0190988867301164,0.0345827039432246,0.0409862853670481,0.0310570888740718,0.0465358936691886
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---3,0.0170448213333333,0.0170939733333333,0.0171103573333333,0.017072128,0.017006592,52.958187246933335,52.958187246933335,0.0171059673763205,0.0176527290823111,0.0171322026666666,52.958187246933335,0.0171595093333333,0.0174088582579077,0.0177198741198447,0.0172032,0.0173233493333333,0.0177220327370905,0.018227688998639,0.0182285555100913,0.0182267459460772,0.0202964992,0.0182179304998236,0.0475428672991126,0.0452297868703395,0.0196876730863935,0.0190139403790482,0.0357345863581513,0.0435667956734383,0.0326149476225942,0.0491709168689085
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---4,0.0170448213333333,0.0170939733333333,0.0171103573333333,0.017072128,0.017006592,52.958187246933335,52.958187246933335,0.0171059673763205,0.0176527290823111,0.0171322026666666,52.958187246933335,0.0171595093333333,0.0174088582579077,0.0177198741198447,0.0172032,0.0173233493333333,0.0177220327370905,0.018227688998639,0.0182285555100913,0.0182267459460772,0.0202964992,0.0182179304998236,0.0475428672991126,0.0452297868703395,0.0196876730863935,0.0190139403790482,0.0357345863581513,0.0435667956734383,0.0326149476225942,0.0491709168689085
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---5,0.0169792853333333,0.0170338986666666,0.0170830506666666,0.016990208,0.0169355946666666,52.57974852266667,52.57974852266667,0.0171178748735883,0.0175265828408888,0.017104896,52.57974852266667,0.0171103573333333,0.01747641339086,0.017704367234816,0.017154048,0.017235968,0.0175804962605581,0.0181147904270719,0.0181154795772805,0.0181139171133708,0.0192511999999999,0.0181065428044473,0.044072956937593,0.0421812910712755,0.0194967505339771,0.0188234055755725,0.0345341610731414,0.0398051447149583,0.0300104502118744,0.0446408366747672
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---6,0.0170448213333333,0.0170775893333333,0.0170994346666666,0.017055744,0.017006592,52.9268047872,52.9268047872,0.0170959101668488,0.0176422682624,0.0171103573333333,52.9268047872,0.017137664,0.0175426967044725,0.0178907682481671,0.0172032,0.0173288106666666,0.0177155318111857,0.0182869165576803,0.0182877164308444,0.0182860678353789,0.0202768384,0.0182764727760437,0.058617664463882,0.0559502375283405,0.0194928125316205,0.0189830861871517,0.0386816435928897,0.0534358923629211,0.0395799334299453,0.060240977691238
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---7,0.0170502826666666,0.0170994346666666,0.0171103573333333,0.017072128,0.0170011306666666,52.794993868800006,52.794993868800006,0.0170998285989071,0.0175983312896,0.0171267413333333,52.794993868800006,0.017154048,0.0172362527634758,0.0174716899360562,0.017186816,0.017268736,0.0176582955121896,0.018115750852366,0.0181164953414831,0.0181150035038121,0.0194210474666666,0.0181059263303344,0.0418084919888972,0.0399464291976456,0.0204964854731458,0.0192920507309269,0.0361192697638857,0.0383621038507065,0.0296177486125102,0.0423324063812426
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---8,0.0169792853333333,0.0170338986666666,0.0170830506666666,0.016990208,0.0169355946666666,52.57974852266667,52.57974852266667,0.0171178748735883,0.0175265828408888,0.017104896,52.57974852266667,0.0171103573333333,0.01747641339086,0.017704367234816,0.017154048,0.017235968,0.0175804962605581,0.0181147904270719,0.0181154795772805,0.0181139171133708,0.0192511999999999,0.0181065428044473,0.044072956937593,0.0421812910712755,0.0194967505339771,0.0188234055755725,0.0345341610731414,0.0398051447149583,0.0300104502118744,0.0446408366747672
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000---9,0.01703936,0.017072128,0.0170939733333333,0.0170502826666666,0.0169956693333333,52.2462183424,52.2462183424,0.0170931914375227,0.0174154061141333,0.0171103573333333,52.246218342400006,0.0171322026666666,0.0171476985800812,0.0173093631827724,0.0171813546666666,0.0172905813333333,0.0174496860102961,0.0177940479972738,0.0177945450208238,0.0177934159060057,0.017465344,0.0177875153052677,0.0478206498912756,0.0455650436789819,0.0195974979453968,0.0187161726620846,0.0338401021344268,0.0432573032128119,0.0324734868066731,0.0491129471651462
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---0,0.0027188583783783,0.0028087978666666,0.0028113351111111,0.0028048497777777,0.0026988328421052,8.790741621534746,8.790741621534746,0.0027416925616667,0.0029302472071782,0.0028133831111111,8.790741621534744,0.0028157724444444,0.0028106259682768,0.002901738400858,0.0028186168888888,0.0028256938666666,0.0029681055796108,0.0030761073690994,0.0030763438851616,0.0030758431284748,0.0032800635870967,0.0030735379106053,0.0085734208354832,0.0079717661991441,0.0037397882228195,0.0033995729926909,0.0057752389637342,0.0077900978089141,0.0068319919912865,0.0082680002907689
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---1,0.0027104449729729,0.0027922204444444,0.0027966577777777,0.0027865315555555,0.0026917187368421,8.875176967959902,8.875176967959902,0.0027232839701782,0.0029583923226533,0.0027993884444444,8.875176967959902,0.0028024604444444,0.0029593005242735,0.0030449021036663,0.0028062151111111,0.0028484949333333,0.0030039951857695,0.0032242199628523,0.0032245992258068,0.0032237049844471,0.0038110549333333,0.003219946634115,0.0115394448011002,0.0108483713396083,0.0038054751578607,0.0035234937677182,0.0072507863290773,0.0105795211614631,0.0090049636484204,0.011125528584249
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---2,0.0027064486054054,0.0027981368888888,0.0028009813333333,0.0027929031111111,0.002676736,8.700210990065433,8.700210990065433,0.002716495105444,0.0029000703300218,0.0028034844444444,8.700210990065436,0.0028054186666666,0.0028123002748566,0.0028768218820944,0.0028083768888888,0.0028156586666666,0.0029350260726758,0.0030313717189648,0.0030315747626111,0.0030310955351457,0.0029690699294117,0.0030292990909426,0.0121907839961801,0.0114172376925078,0.003630069795595,0.0033161874687184,0.007741297318281,0.0111587543634751,0.0094641860552919,0.0119408934773959
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---3,0.0026973237894736,0.0027783057297297,0.0027836416,0.0027038913729729,0.0026816943157894,8.684940042622536,8.684940042622536,0.002690735644273,0.0028949800142075,0.0027876693333333,8.684940042622536,0.0027905137777777,0.0027602518626529,0.0028296982685814,0.0027933582222222,0.0027987057777777,0.0029318350320923,0.0030119152132851,0.0030121013502431,0.0030116794158674,0.0031854592,0.0030098785459911,0.0095233757590592,0.0089730495686749,0.0036782254025264,0.0033480749383387,0.0057371943838653,0.0087963363561963,0.0074794312262474,0.0092887033665839
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---4,0.0026973237894736,0.0027783057297297,0.0027836416,0.0027038913729729,0.0026816943157894,8.684940042622536,8.684940042622536,0.002690735644273,0.0028949800142075,0.0027876693333333,8.684940042622536,0.0027905137777777,0.0027602518626529,0.0028296982685814,0.0027933582222222,0.0027987057777777,0.0029318350320923,0.0030119152132851,0.0030121013502431,0.0030116794158674,0.0031854592,0.0030098785459911,0.0095233757590592,0.0089730495686749,0.0036782254025264,0.0033480749383387,0.0057371943838653,0.0087963363561963,0.0074794312262474,0.0092887033665839
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---5,0.0027012042105263,0.0027867591111111,0.0027931306666666,0.0027110870486486,0.0026822332631578,8.68141352881766,8.68141352881766,0.0027032635149869,0.0028938045096058,0.0027964302222222,8.68141352881766,0.0027991608888888,0.0027884864054297,0.0028539552216246,0.0028028017777777,0.0028081493333333,0.0029295043797535,0.0030287346335349,0.0030289353021532,0.0030284591955574,0.0030660297696969,0.003026086755993,0.0119666612990188,0.0112314086322005,0.003649215395143,0.003335144408997,0.0079323064707231,0.0110964639703028,0.0093788187898997,0.0116592815373582
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---6,0.0027188583783783,0.0028087978666666,0.0028113351111111,0.0028048497777777,0.0026988328421052,8.790741621534746,8.790741621534746,0.0027416925616667,0.0029302472071782,0.0028133831111111,8.790741621534744,0.0028157724444444,0.0028106259682768,0.002901738400858,0.0028186168888888,0.0028256938666666,0.0029681055796108,0.0030761073690994,0.0030763438851616,0.0030758431284748,0.0032800635870967,0.0030735379106053,0.0085734208354832,0.0079717661991441,0.0037397882228195,0.0033995729926909,0.0057752389637342,0.0077900978089141,0.0068319919912865,0.0082680002907689
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#---7,0.0027012042105263,0.0027867591111111,0.0027931306666666,0.0027110870486486,0.0026822332631578,8.68141352881766,8.68141352881766,0.0027032635149869,0.0028938045096058,0.0027964302222222,8.68141352881766,0.0027991608888888,0.0027884864054297,0.0028539552216246,0.0028028017777777,0.0028081493333333,0.0029295043797535,0.0030287346335349,0.0030289353021532,0.0030284591955574,0.0030660297696969,0.003026086755993,0.0119666612990188,0.0112314086322005,0.003649215395143,0.003335144408997,0.0079323064707231,0.0110964639703028,0.0093788187898997,0.0116592815373582
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---2,5.726578862401865e-08,6.082527125185063e-08,6.09103135320365e-08,5.997384344121531e-08,5.462713754646841e-08,0.0001820205374997,0.0001820205374997,5.533045802244749e-08,6.067351249992863e-08,6.103343241072685e-08,0.0001820205374997,6.124363069959046e-08,5.7124443487445215e-08,5.8240624711666095e-08,6.130618162506639e-08,6.179676147854067e-08,6.07120145482584e-08,6.070019041495282e-08,6.070028140103775e-08,6.070005320570522e-08,6.24721535501273e-08,6.070213091080532e-08,1.3268616056124588e-07,1.24580204824596e-07,6.387497800583077e-08,6.27896656910228e-08,1.0022492982393824e-07,1.1866053207428905e-07,8.523075503378616e-08,1.36657247026463e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---3,4.464497939639843e-08,4.492029827074593e-08,4.52662016924285e-08,4.4734509403398973e-08,4.411378799110453e-08,0.0001422860811064,0.0001422860811064,4.462161118609508e-08,4.742869370215784e-08,4.5677102654915855e-08,0.0001422860811064,4.6151292851947923e-08,4.518669872283369e-08,4.571815181723056e-08,4.707514493272309e-08,4.978087305784605e-08,4.7583693448369574e-08,4.7214889922397284e-08,4.7214575278977286e-08,4.721541485346349e-08,5.435309603262884e-08,4.722083044113789e-08,1.0338688078522884e-07,9.796139423744329e-08,5.0827211241150975e-08,4.94783926990839e-08,8.018883052492595e-08,9.291318715808505e-08,6.761524570401007e-08,1.0666267896355153e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---4,4.4559762435040834e-08,4.490190350670175e-08,4.530906143939453e-08,4.468304775836031e-08,4.413887857408095e-08,0.0001413122990417,0.0001413122990417,4.446261965464274e-08,4.7104099680567936e-08,4.56954907697033e-08,0.0001413122990417,4.602571560238679e-08,4.573972436240328e-08,4.628129428469528e-08,4.67029406376743e-08,4.809758027187002e-08,4.723750531989064e-08,4.8139168667673634e-08,4.814069457001442e-08,4.8137602659862584e-08,5.419686565886775e-08,4.812767984795776e-08,1.0344068883420589e-07,9.751923628571537e-08,5.252666737454143e-08,5.088298895126092e-08,8.29942413222773e-08,9.347985679019465e-08,6.671638673588254e-08,1.0662999565166073e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---6,5.3967217985532e-08,5.4029726524889496e-08,5.405969258519042e-08,5.3998510242085664e-08,5.3664018161180486e-08,0.0001647212430651,0.0001647212430651,5.3901261768690375e-08,5.490708102170644e-08,5.408835042245441e-08,0.0001647212430651,5.4132687290346624e-08,5.41472730470456e-08,5.42624601491e-08,5.4680901389104096e-08,5.54154925743222e-08,5.567726268482806e-08,5.504976963086748e-08,5.50506679928224e-08,5.5050432862104163e-08,5.6912311471735575e-08,5.5051651833598767e-08,1.2098524791218504e-07,1.1442414931715581e-07,5.6687441029211686e-08,5.625897036126776e-08,9.639368427696105e-08,1.0945308968734108e-07,7.83417574782705e-08,1.2505830402116785e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---7,4.99070300526421e-08,5.0145495065265846e-08,5.017863740414254e-08,4.9942964559589366e-08,4.95817139216311e-08,0.0001545370198441,0.0001545370198441,5.175659854498647e-08,5.151233994805129e-08,5.095619635306383e-08,0.0001545370198441,5.141412975855429e-08,5.184435528556465e-08,5.19025579749203e-08,5.188689442725162e-08,5.282929615499412e-08,5.1555060293072334e-08,5.2786096041889853e-08,5.2787817224699054e-08,5.2783924364040414e-08,5.40599478390462e-08,5.276776408353447e-08,1.2240946954426433e-07,1.1456516321542585e-07,5.544341689430992e-08,5.444359249150706e-08,9.12773090314511e-08,1.0933431067464753e-07,7.723319354293958e-08,1.2644566385605373e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---8,4.4559762435040834e-08,4.490190350670175e-08,4.530906143939453e-08,4.468304775836031e-08,4.413887857408095e-08,0.0001413122990417,0.0001413122990417,4.446261965464274e-08,4.7104099680567936e-08,4.56954907697033e-08,0.0001413122990417,4.602571560238679e-08,4.573972436240328e-08,4.628129428469528e-08,4.67029406376743e-08,4.809758027187002e-08,4.723750531989064e-08,4.8139168667673634e-08,4.814069457001442e-08,4.8137602659862584e-08,5.419686565886775e-08,4.812767984795776e-08,1.0344068883420589e-07,9.751923628571537e-08,5.252666737454143e-08,5.088298895126092e-08,8.29942413222773e-08,9.347985679019465e-08,6.671638673588254e-08,1.0662999565166073e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65---9,5.3932863684483874e-08,5.399142750652256e-08,5.40285606324846e-08,5.39659803812532e-08,5.369187145557656e-08,0.0001656658425503,0.0001656658425503,5.399156493474744e-08,5.522194751678449e-08,5.4081408287646e-08,0.0001656658425503,5.454072036972951e-08,5.458277328818264e-08,5.4837081426324175e-08,5.5374124107480484e-08,5.69346887765779e-08,5.545501259490388e-08,5.6057881524574886e-08,5.605893370413156e-08,5.605693612846796e-08,5.730833464129559e-08,5.6044110105707353e-08,1.2501558674275368e-07,1.1728268096195522e-07,6.001842751356084e-08,5.8367248052575417e-08,9.20428060484328e-08,1.1174603101664477e-07,7.841056988310793e-08,1.305408607164132e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#---0,0.0024997588292682,0.0026295584820512,0.0026985094736842,0.0025027583999999,0.002457999609756,8.04275347388342,8.04275347388342,0.0026256799333702,0.0026809178246278,0.0027118841081081,8.04275347388342,0.0027771987027027,0.0026430190447765,0.0026508209616595,0.0027806151111111,0.0027826631111111,0.0026840447524696,0.0026657756971586,0.0026657559386973,0.0026658053445182,0.0027869866666666,0.0026659939772309,0.0054248657770212,0.0050803011738144,0.0027362319122132,0.0027061383910489,0.0045448762018817,0.0048157313508261,0.0033743060977269,0.0055916549659485
