id,y__quantile__q_0.1,y__quantile__q_0.3,y__quantile__q_0.4,y__quantile__q_0.2,y__minimum,"y__fft_coefficient__attr_""abs""__coeff_0","y__fft_coefficient__attr_""real""__coeff_0","y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__mean,y__median,y__sum_values,y__quantile__q_0.6,"y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",y__quantile__q_0.7,y__quantile__q_0.8,y__root_mean_square,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","y__linear_trend__attr_""intercept""","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",y__quantile__q_0.9,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","y__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","y__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---3,1.8748945465240103e-05,1.876639255313768e-05,1.8774663264540336e-05,1.875868248503567e-05,1.870966080119806e-05,0.0577113816907219,0.0577113816907219,1.8760093801009047e-05,1.923712723024065e-05,1.878217211574597e-05,0.0577113816907219,1.879178750805285e-05,1.910910601537041e-05,1.9285618074069165e-05,1.8804756047955288e-05,1.883819613767807e-05,1.9434894715597923e-05,1.987136329835576e-05,1.987231577917324e-05,1.987013851278888e-05,2.0828586180054384e-05,1.9860257531298617e-05,6.579810292984722e-05,6.250786363033198e-05,2.3210340232345325e-05,2.1458128971738424e-05,4.247129013135482e-05,6.155550818818709e-05,5.487009385806451e-05,6.225965661198481e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---4,1.9014463696321423e-05,1.9031243144853126e-05,1.903856873107573e-05,1.902341262860704e-05,1.895905882352942e-05,0.0587964447467468,0.0587964447467468,1.901245545578231e-05,1.9598814915582268e-05,1.9045346543554e-05,0.0587964447467468,1.905141220971412e-05,1.935919542208555e-05,1.9518783255297608e-05,1.905708080975609e-05,1.907103645327528e-05,1.995201805001245e-05,2.0230652516208856e-05,2.0231627094384964e-05,2.0229267540524933e-05,2.109475735225138e-05,2.0218247776092065e-05,6.046579393154521e-05,5.600464267894507e-05,2.5044598093601256e-05,2.2403922487977725e-05,3.527420515898429e-05,5.472542601510296e-05,4.6492568171748665e-05,5.791402098884701e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---5,1.881436969150632e-05,1.8840044308090548e-05,1.8850298484988188e-05,1.882751749448409e-05,1.877542428785607e-05,0.0585385857659425,0.0585385857659425,1.880515478843906e-05,1.9512861921980856e-05,1.88617409966295e-05,0.0585385857659425,1.8873162016127765e-05,1.900414640916975e-05,1.917895548797503e-05,1.8890774252009352e-05,2.035845451236717e-05,1.973150887127293e-05,1.972939242719827e-05,1.972971918964016e-05,1.9728773055351343e-05,2.090667477445493e-05,1.972602176779077e-05,5.71404347184449e-05,5.269049680715486e-05,2.303147676338393e-05,2.136108182178283e-05,3.947516525080624e-05,5.272953030857259e-05,4.2004587644612095e-05,5.426338037675531e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---6,1.782372600784873e-05,1.7858619669036797e-05,1.7864898421278447e-05,1.7848277278250578e-05,1.7789598862019922e-05,0.0549406614926657,0.0549406614926657,1.784889587603696e-05,1.83135538308886e-05,1.7870590170922478e-05,0.0549406614926657,1.7877737749593148e-05,1.80175690746941e-05,1.822511242829313e-05,1.7887122326603636e-05,1.7916295228764212e-05,1.84882592726608e-05,1.883011323493778e-05,1.8830909254458348e-05,1.882911968014965e-05,1.991310529232396e-05,1.882250524467509e-05,5.599503663977512e-05,5.15178531155305e-05,2.2883922019756555e-05,2.066921008097074e-05,3.3018757133182784e-05,5.024171506257587e-05,4.131657749318765e-05,5.397806860617552e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---7,1.7888580281247833e-05,1.7909199902194557e-05,1.7915248282931053e-05,1.7898866096195434e-05,1.786499249195567e-05,0.0553749808994104,0.0553749808994104,1.7893974433839553e-05,1.8458326966470143e-05,1.7919742027946973e-05,0.0553749808994104,1.7924557668652457e-05,1.813566184363142e-05,1.8260877426991044e-05,1.793155904006838e-05,1.7953510500612004e-05,1.872562660046604e-05,1.8947538988829947e-05,1.8948063873662584e-05,1.8946677235953634e-05,1.995971479242489e-05,1.8936971264390464e-05,5.3521129054931365e-05,4.864720273675432e-05,2.391252672266473e-05,2.1183374274835408e-05,3.232622181888187e-05,4.7819747399969656e-05,3.925290418820417e-05,5.158422764115186e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---8,1.7934984946236565e-05,1.7954735731116958e-05,1.796188330552784e-05,1.7946662457743342e-05,1.788708243727598e-05,0.0556593330517583,0.0556593330517583,1.7938961143961214e-05,1.855311101725277e-05,1.7967620553359688e-05,0.0556593330517583,1.797411793649611e-05,1.823360937957132e-05,1.8370988339144634e-05,1.7982420956889004e-05,1.800532721859485e-05,1.8837346083841224e-05,1.905236393231324e-05,1.905296174311828e-05,1.905140648468256e-05,2.000991730228823e-05,1.904389612723128e-05,5.672671380394443e-05,5.176520901884056e-05,2.357389527609941e-05,2.1220585917824783e-05,3.767011679710241e-05,5.111875686177639e-05,4.2654003480165946e-05,5.492420305859177e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#---9,1.7934984946236565e-05,1.7954735731116958e-05,1.796188330552784e-05,1.7946662457743342e-05,1.788708243727598e-05,0.0556593330517583,0.0556593330517583,1.7938961143961214e-05,1.855311101725277e-05,1.7967620553359688e-05,0.0556593330517583,1.797411793649611e-05,1.823360937957132e-05,1.8370988339144634e-05,1.7982420956889004e-05,1.800532721859485e-05,1.8837346083841224e-05,1.905236393231324e-05,1.905296174311828e-05,1.905140648468256e-05,2.000991730228823e-05,1.904389612723128e-05,5.672671380394443e-05,5.176520901884056e-05,2.357389527609941e-05,2.1220585917824783e-05,3.767011679710241e-05,5.111875686177639e-05,4.2654003480165946e-05,5.492420305859177e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---0,8.474736428329378e-06,8.485292499004172e-06,8.492091901050491e-06,8.480213324911906e-06,8.4566520121745e-06,0.0262829012084247,0.0262829012084247,8.474897933188281e-06,8.760967069474907e-06,8.499268469956445e-06,0.0262829012084247,8.507318132169161e-06,8.627404173857586e-06,8.682758037354998e-06,8.520293170847075e-06,8.537454278350143e-06,8.8892975044507e-06,8.958489570655249e-06,8.958706220332764e-06,8.958343500573615e-06,9.557491264215268e-06,8.954805069091285e-06,2.9415949236158137e-05,2.6743017471049748e-05,1.0223765998993766e-05,9.685188233198898e-06,2.131414743748252e-05,2.602226934220048e-05,2.1330853894248828e-05,2.779315912706425e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---1,8.474736428329378e-06,8.485292499004172e-06,8.492091901050491e-06,8.480213324911906e-06,8.4566520121745e-06,0.0262829012084247,0.0262829012084247,8.474897933188281e-06,8.760967069474907e-06,8.499268469956445e-06,0.0262829012084247,8.507318132169161e-06,8.627404173857586e-06,8.682758037354998e-06,8.520293170847075e-06,8.537454278350143e-06,8.8892975044507e-06,8.958489570655249e-06,8.958706220332764e-06,8.958343500573615e-06,9.557491264215268e-06,8.954805069091285e-06,2.9415949236158137e-05,2.6743017471049748e-05,1.0223765998993766e-05,9.685188233198898e-06,2.131414743748252e-05,2.602226934220048e-05,2.1330853894248828e-05,2.779315912706425e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---2,8.601417263831207e-06,8.610878143363857e-06,8.61578977760123e-06,8.606726332386452e-06,8.583399382927663e-06,0.0265514960676083,0.0265514960676083,8.610843691151632e-06,8.850498689202776e-06,8.622056354324627e-06,0.0265514960676083,8.629500514365305e-06,8.74444954220885e-06,8.82753234396452e-06,8.639455228332059e-06,8.66840484681641e-06,8.948628547917535e-06,9.09955916811267e-06,9.099849675446952e-06,9.09899348162522e-06,9.678259800576984e-06,9.09547948238271e-06,2.5840788953831976e-05,2.40930115527718e-05,1.0731478890178033e-05,9.867747616064214e-06,1.4844607865585563e-05,2.2739012492718628e-05,1.6815079210677728e-05,2.583462527205196e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---3,8.503881061853891e-06,8.513319394563199e-06,8.519067050740161e-06,8.509119108082539e-06,8.471398781313478e-06,0.0267249642352014,0.0267249642352014,8.50270042134488e-06,8.90832141173381e-06,8.545922855704134e-06,0.0267249642352014,8.555940462895615e-06,8.675805101075745e-06,8.733494998208635e-06,8.563259662208706e-06,8.607495085418151e-06,9.134385544037492e-06,9.11144265314284e-06,9.111714330235586e-06,9.11109668211067e-06,9.6115539495838e-06,9.107938643134888e-06,2.632649922458558e-05,2.455337761370123e-05,1.1421161702050924e-05,1.0161102789364056e-05,1.7067228691767923e-05,2.3173378622700232e-05,1.8724610901842905e-05,2.5967200199207683e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---4,8.382865722535824e-06,8.398595503195068e-06,8.404937861039378e-06,8.390416385644323e-06,8.349803136469804e-06,0.0257898970467642,0.0257898970467642,8.382975258384647e-06,8.596632348921424e-06,8.409306749098541e-06,0.0257898970467642,8.413505669643084e-06,8.44672799969867e-06,8.539856489487398e-06,8.420077277604392e-06,8.441640494410377e-06,8.661422901640655e-06,8.747645818146583e-06,8.747859798377817e-06,8.747461730289526e-06,9.146805220763888e-06,8.744995218874652e-06,2.6657188025026856e-05,2.488060585798691e-05,9.688648641977987e-06,9.202450118104206e-06,1.6284882899430932e-05,2.3767724251044047e-05,1.852195472776068e-05,2.665674833374279e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---5,8.601417263831207e-06,8.610878143363857e-06,8.61578977760123e-06,8.606726332386452e-06,8.583399382927663e-06,0.0265514960676083,0.0265514960676083,8.610843691151632e-06,8.850498689202776e-06,8.622056354324627e-06,0.0265514960676083,8.629500514365305e-06,8.74444954220885e-06,8.82753234396452e-06,8.639455228332059e-06,8.66840484681641e-06,8.948628547917535e-06,9.09955916811267e-06,9.099849675446952e-06,9.09899348162522e-06,9.678259800576984e-06,9.09547948238271e-06,2.5840788953831976e-05,2.40930115527718e-05,1.0731478890178033e-05,9.867747616064214e-06,1.4844607865585563e-05,2.2739012492718628e-05,1.6815079210677728e-05,2.583462527205196e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---6,8.382865722535824e-06,8.398595503195068e-06,8.404937861039378e-06,8.390416385644323e-06,8.349803136469804e-06,0.0257898970467642,0.0257898970467642,8.382975258384647e-06,8.596632348921424e-06,8.409306749098541e-06,0.0257898970467642,8.413505669643084e-06,8.44672799969867e-06,8.539856489487398e-06,8.420077277604392e-06,8.441640494410377e-06,8.661422901640655e-06,8.747645818146583e-06,8.747859798377817e-06,8.747461730289526e-06,9.146805220763888e-06,8.744995218874652e-06,2.6657188025026856e-05,2.488060585798691e-05,9.688648641977987e-06,9.202450118104206e-06,1.6284882899430932e-05,2.3767724251044047e-05,1.852195472776068e-05,2.665674833374279e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---7,8.601417263831207e-06,8.610878143363857e-06,8.61578977760123e-06,8.606726332386452e-06,8.583399382927663e-06,0.0265514960676083,0.0265514960676083,8.610843691151632e-06,8.850498689202776e-06,8.622056354324627e-06,0.0265514960676083,8.629500514365305e-06,8.74444954220885e-06,8.82753234396452e-06,8.639455228332059e-06,8.66840484681641e-06,8.948628547917535e-06,9.09955916811267e-06,9.099849675446952e-06,9.09899348162522e-06,9.678259800576984e-06,9.09547948238271e-06,2.5840788953831976e-05,2.40930115527718e-05,1.0731478890178033e-05,9.867747616064214e-06,1.4844607865585563e-05,2.2739012492718628e-05,1.6815079210677728e-05,2.583462527205196e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---8,8.532269045443378e-06,8.551348395043553e-06,8.567589298204138e-06,8.544637944070477e-06,8.472143534190927e-06,0.0263187899593891,0.0263187899593891,8.535820434174122e-06,8.77292998646305e-06,8.600844934177013e-06,0.0263187899593891,8.607721826866394e-06,8.654758283651565e-06,8.727717769175384e-06,8.614835129545041e-06,8.629941786812194e-06,8.893562882200153e-06,9.003129214394853e-06,9.003489356829105e-06,9.002721746114577e-06,9.307851067113989e-06,8.998328674530378e-06,2.561489735790384e-05,2.390571500908372e-05,1.0706922559962022e-05,9.79414979376011e-06,1.582598971936196e-05,2.277890780018208e-05,1.7246519067434807e-05,2.5696662428350457e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#---9,8.474736428329378e-06,8.485292499004172e-06,8.492091901050491e-06,8.480213324911906e-06,8.4566520121745e-06,0.0262829012084247,0.0262829012084247,8.474897933188281e-06,8.760967069474907e-06,8.499268469956445e-06,0.0262829012084247,8.507318132169161e-06,8.627404173857586e-06,8.682758037354998e-06,8.520293170847075e-06,8.537454278350143e-06,8.8892975044507e-06,8.958489570655249e-06,8.958706220332764e-06,8.958343500573615e-06,9.557491264215268e-06,8.954805069091285e-06,2.9415949236158137e-05,2.6743017471049748e-05,1.0223765998993766e-05,9.685188233198898e-06,2.131414743748252e-05,2.602226934220048e-05,2.1330853894248828e-05,2.779315912706425e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---0,0.0013213642105263,0.0013286130526315,0.0013292597894736,0.0013238649263157,0.0013193162105263,4.151793074806982,4.151793074806982,0.0013305934535671,0.0013839310249356,0.0013300143157894,4.151793074806982,0.0013306610526315,0.0013451172717207,0.0013619754131143,0.0013316581052631,0.0014013155555555,0.0013931478291875,0.0014093000149992,0.0014093408852623,0.0014092429582605,0.0015389005217715,0.001408741314302,0.0038466520479168,0.0035692165778888,0.0016195829624654,0.0015150816954344,0.002482230099494,0.0034740627747041,0.0026454948698576,0.0038123740760717
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---1,0.0013422865066666,0.0013435426133333,0.0013447768746666,0.0013430784,0.0013376170666666,4.16629469562135,4.16629469562135,0.0013425400029506,0.0013887648985404,0.0013468194133333,4.16629469562135,0.0013471470933333,0.0013539737721111,0.0013699022562914,0.0013475566933333,0.0013492770133333,0.0013991533342367,0.0014161814593513,0.0014162149708268,0.0014161186418424,0.0015477649723076,0.001415723199497,0.0042015498235062,0.003880452987737,0.00168755848944,0.0015348314025694,0.0026558697347764,0.0037340594611492,0.0029247363755805,0.0041004141782968
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---2,0.0013241397894736,0.0013252715789473,0.0013260261052631,0.0013245978947368,0.0013188042105263,4.076690698707787,4.076690698707787,0.0013242255775254,0.0013588968995692,0.0013293945263157,4.076690698707787,0.0013303754105263,0.0013378196486996,0.0013508016327513,0.0013312538947368,0.0013321215999999,0.0013662779481239,0.0013910259535643,0.0013910703763615,0.0013909810627957,0.0014750147764705,0.0013906793269094,0.0041142026397288,0.0038218324333286,0.0016131004022168,0.0014929301531407,0.0025357021561438,0.0036542501506768,0.002890587385497,0.0040567677546945
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---3,0.00133586944,0.0013398562133333,0.00134053888,0.0013383215786666,0.0013337941333333,4.128297199350497,4.128297199350497,0.001336411813071,0.0013760990664501,0.0013431876266666,4.128297199350498,0.00134373376,0.0013444611378099,0.0013608910348367,0.0013440341333333,0.0013448314879999,0.0013998800345131,0.0014121232394808,0.0014121752666507,0.0014120701305969,0.0015194546424242,0.0014114253667825,0.0038903166395443,0.0035857315602172,0.0016686515727338,0.001528079089424,0.0027547421888833,0.0034715010285671,0.0027480814154611,0.0038309150550333
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---4,0.0013213642105263,0.0013286130526315,0.0013292597894736,0.0013238649263157,0.0013193162105263,4.151793074806982,4.151793074806982,0.0013305934535671,0.0013839310249356,0.0013300143157894,4.151793074806982,0.0013306610526315,0.0013451172717207,0.0013619754131143,0.0013316581052631,0.0014013155555555,0.0013931478291875,0.0014093000149992,0.0014093408852623,0.0014092429582605,0.0015389005217715,0.001408741314302,0.0038466520479168,0.0035692165778888,0.0016195829624654,0.0015150816954344,0.002482230099494,0.0034740627747041,0.0026454948698576,0.0038123740760717
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---5,0.0013435972266666,0.0013471744,0.0013484578133333,0.00134619136,0.0013400746666666,4.154913979280289,4.154913979280289,0.0013451555454607,0.0013849713264267,0.0013491404799999,4.15491397928029,0.0013496046933333,0.0013657395300093,0.0013758480120639,0.001349885952,0.0013520397837837,0.0013940573719089,0.001423779289735,0.0014238410844035,0.0014236928786462,0.0015458965661538,0.0014231646761594,0.0042878114917629,0.0039919244825968,0.0016972095338989,0.0015472819406911,0.0025994568766253,0.0038726746133574,0.0030722361479029,0.0042623863626843
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---6,0.001317740174436,0.0013195587368421,0.0013221618526315,0.0013191275789473,0.0013128477922077,4.067339641562659,4.067339641562659,0.0013194168628161,0.0013557798805208,0.0013229541052631,4.06733964156266,0.0013236277894736,0.0013299259617752,0.0013426410529148,0.0013241936842105,0.0013251691789473,0.0013633347559312,0.0013844092077945,0.0013844491660646,0.0013843557151544,0.0014498933028571,0.0013838445505219,0.0041027672815091,0.0038093846006143,0.0016406029273703,0.0015035635477433,0.0024580433991444,0.0036271614614125,0.0028184004087843,0.0040675331958164
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---7,0.0013435972266666,0.0013471744,0.0013484578133333,0.00134619136,0.0013400746666666,4.154913979280289,4.154913979280289,0.0013451555454607,0.0013849713264267,0.0013491404799999,4.15491397928029,0.0013496046933333,0.0013657395300093,0.0013758480120639,0.001349885952,0.0013520397837837,0.0013940573719089,0.001423779289735,0.0014238410844035,0.0014236928786462,0.0015458965661538,0.0014231646761594,0.0042878114917629,0.0039919244825968,0.0016972095338989,0.0015472819406911,0.0025994568766253,0.0038726746133574,0.0030722361479029,0.0042623863626843
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#---8,0.0013188850526315,0.0013221187368421,0.0013236816842105,0.0013216606315789,0.0013148957922077,4.081551597918027,4.081551597918027,0.0013175237234427,0.001360517199306,0.0013250021052631,4.081551597918027,0.0013253254736842,0.0013371237936204,0.0013514023671892,0.0013255949473684,0.0013261877894736,0.0013684981923964,0.00139412625142,0.0013941690595845,0.0013940703552198,0.001518725430303,0.0013936979028785,0.0039910592150316,0.0037101614716906,0.0016391766219885,0.0015081221640064,0.0025034567217713,0.0035381928858625,0.0027533274468515,0.0039597216343864
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---0,0.0008982857142857,0.0009001234285714,0.0009005897142857,0.0008988598857142,0.0008957805714285,2.7963419972826866,2.7963419972826866,0.0008971091648613,0.0009321139990942,0.000900928,2.796341997282686,0.0009020701981981,0.00090205870666,0.0009147469421544,0.0009037307387387,0.0009043414486486,0.0010330631655888,0.0009709573321001,0.0009710436006287,0.0009708462551101,0.0010699416510638,0.0009700129162612,0.0055263479314525,0.0049566828412659,0.0013357078425642,0.0011385638082128,0.0020983062557574,0.0050977199336434,0.005422313809935,0.0045422075665248
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---1,0.0009266536296296,0.0009279241481481,0.0009288779851851,0.000927296474074,0.0009208578348623,2.91784494442752,2.91784494442752,0.000925859693331,0.0009726149814758,0.0009297161481481,2.91784494442752,0.0009307591111111,0.0009345276453398,0.0009462960472261,0.0009315745185185,0.0009329019259259,0.0010407380632046,0.0010143947017803,0.0010144745049507,0.0010142901887237,0.0011030505494505,0.0010136129631773,0.0048717992648516,0.0044275512047574,0.0014261266769565,0.0012039631637922,0.0022873736773806,0.004526030492708,0.0046577744963518,0.0041231321030361
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---2,0.0009345223111111,0.0009371992523364,0.0009383572336448,0.0009366537570093,0.0009329303703703,2.8941791329756748,2.8941791329756748,0.0009344494211266,0.0009647263776585,0.0009387639626168,2.8941791329756743,0.0009399592672897,0.000941620125242,0.0009515947394787,0.0009416302056074,0.0009421661308411,0.0010639439107205,0.0010074694136134,0.0010075596246242,0.0010073598957286,0.000975499184466,0.0010064896875805,0.0055540038252351,0.0050148033388713,0.0013659939836538,0.0011719378473203,0.0023446335505868,0.0051536438317418,0.0054871443618361,0.0045834984381562
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---3,0.0008982857142857,0.0009001234285714,0.0009005897142857,0.0008988598857142,0.0008957805714285,2.7963419972826866,2.7963419972826866,0.0008971091648613,0.0009321139990942,0.000900928,2.796341997282686,0.0009020701981981,0.00090205870666,0.0009147469421544,0.0009037307387387,0.0009043414486486,0.0010330631655888,0.0009709573321001,0.0009710436006287,0.0009708462551101,0.0010699416510638,0.0009700129162612,0.0055263479314525,0.0049566828412659,0.0013357078425642,0.0011385638082128,0.0020983062557574,0.0050977199336434,0.005422313809935,0.0045422075665248
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---4,0.0008982857142857,0.0009001234285714,0.0009005897142857,0.0008988598857142,0.0008957805714285,2.7963419972826866,2.7963419972826866,0.0008971091648613,0.0009321139990942,0.000900928,2.796341997282686,0.0009020701981981,0.00090205870666,0.0009147469421544,0.0009037307387387,0.0009043414486486,0.0010330631655888,0.0009709573321001,0.0009710436006287,0.0009708462551101,0.0010699416510638,0.0009700129162612,0.0055263479314525,0.0049566828412659,0.0013357078425642,0.0011385638082128,0.0020983062557574,0.0050977199336434,0.005422313809935,0.0045422075665248
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---5,0.0009345223111111,0.0009371992523364,0.0009383572336448,0.0009366537570093,0.0009329303703703,2.8941791329756748,2.8941791329756748,0.0009344494211266,0.0009647263776585,0.0009387639626168,2.8941791329756743,0.0009399592672897,0.000941620125242,0.0009515947394787,0.0009416302056074,0.0009421661308411,0.0010639439107205,0.0010074694136134,0.0010075596246242,0.0010073598957286,0.000975499184466,0.0010064896875805,0.0055540038252351,0.0050148033388713,0.0013659939836538,0.0011719378473203,0.0023446335505868,0.0051536438317418,0.0054871443618361,0.0045834984381562
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---6,0.0009345223111111,0.0009371992523364,0.0009383572336448,0.0009366537570093,0.0009329303703703,2.8941791329756748,2.8941791329756748,0.0009344494211266,0.0009647263776585,0.0009387639626168,2.8941791329756743,0.0009399592672897,0.000941620125242,0.0009515947394787,0.0009416302056074,0.0009421661308411,0.0010639439107205,0.0010074694136134,0.0010075596246242,0.0010073598957286,0.000975499184466,0.0010064896875805,0.0055540038252351,0.0050148033388713,0.0013659939836538,0.0011719378473203,0.0023446335505868,0.0051536438317418,0.0054871443618361,0.0045834984381562
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---7,0.0009249820183486,0.0009275069629629,0.0009282522074074,0.0009265303703703,0.0009222012477064,2.9355585054504214,2.9355585054504214,0.0009246662032578,0.0009785195018168,0.0009289576296296,2.9355585054504205,0.0009296213333333,0.0009471309823346,0.0009623508548723,0.0009304775111111,0.0009665949538461,0.0010799091912481,0.001031953281884,0.0010320563789793,0.0010318265724098,0.0011085756483516,0.0010307318114297,0.005418432424188,0.0049261385677672,0.0014650376616904,0.001230509140363,0.0024351421251294,0.0050688856334622,0.00546076380531,0.0044413560546894
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---8,0.0008901722619469,0.0008942171428571,0.0008946651428571,0.0008931364247787,0.0008889588672566,2.782123597300901,2.782123597300901,0.0008919192286336,0.0009273745324336,0.0008950125714285,2.782123597300901,0.0008956342857142,0.0009032692844259,0.0009127092061064,0.0008977005714285,0.0008984064,0.0010328625502305,0.0009716507371256,0.0009717417473853,0.0009715334560274,0.0010126232565656,0.0009705274011641,0.0053665165050441,0.0048450395138887,0.0013608386396532,0.0011464583633872,0.0023430180008342,0.0050320256313896,0.0054416707260656,0.0044158597898748
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#---9,0.0009249820183486,0.0009275069629629,0.0009282522074074,0.0009265303703703,0.0009222012477064,2.9355585054504214,2.9355585054504214,0.0009246662032578,0.0009785195018168,0.0009289576296296,2.9355585054504205,0.0009296213333333,0.0009471309823346,0.0009623508548723,0.0009304775111111,0.0009665949538461,0.0010799091912481,0.001031953281884,0.0010320563789793,0.0010318265724098,0.0011085756483516,0.0010307318114297,0.005418432424188,0.0049261385677672,0.0014650376616904,0.001230509140363,0.0024351421251294,0.0050688856334622,0.00546076380531,0.0044413560546894
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec#---0,0.079200256,0.091357184,0.0933888,0.087883776,0.051544064,283.216478208,283.216478208,0.0655073503825136,0.094405492736,0.094896128,283.21647820800007,0.096206848,0.0748418434693244,0.0797741788872767,0.0979304447999999,0.1005453312,0.0951540655613897,0.0923633515562595,0.0923614781044185,0.0923657063998937,0.103809024,0.0923945920209836,0.2278337554504126,0.214666006568324,0.1082489290588704,0.1040580575286522,0.1701738633276811,0.2083349386437993,0.1622558731747536,0.2294186140274997
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec#---1,0.079331328,0.090963968,0.092930048,0.0870842368,0.05537792,284.66957516800005,284.66957516800005,0.066247566968306,0.0948898583893333,0.094437376,284.66957516800005,0.095813632,0.0742084768574086,0.079056812671503,0.09764864,0.100401152,0.0958458457953609,0.0922359560422584,0.0922323025501437,0.0922421780797519,0.104988672,0.0922751223998251,0.2391008464228201,0.2231542933795498,0.1116332559989368,0.1054476440890072,0.1834953134364187,0.2161354469822391,0.1685940742674447,0.2419336477617633
