id,y__large_standard_deviation__r_0.30000000000000004,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","y__fft_coefficient__attr_""imag""__coeff_98","y__fft_coefficient__attr_""angle""__coeff_53","y__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""angle""__coeff_72","y__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",y__has_duplicate_max,"y__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""angle""__coeff_93",y__symmetry_looking__r_0.9500000000000001,y__large_standard_deviation__r_0.4,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",y__large_standard_deviation__r_0.05,"y__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",y__number_crossing_m__m_1,"y__fft_coefficient__attr_""real""__coeff_69","y__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""imag""__coeff_5","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","y__fft_coefficient__attr_""abs""__coeff_28","y__fft_coefficient__attr_""abs""__coeff_95","y__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""real""__coeff_4",y__partial_autocorrelation__lag_4,"y__fft_coefficient__attr_""abs""__coeff_18","y__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0","y__fft_coefficient__attr_""angle""__coeff_16"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---0,0.0,3.61434756626693e-10,-0.0002090035964941,66.18473932164508,-2.739946989104468e-07,135.95671588111264,2.6356543476302684e-05,0.0,6.032332015364827e-06,102.99094255091924,1.0,0.0,2.867213088539491e-05,0.0,2.2438674010626097e-06,0.0,0.0003445268719227,6.56060921825917e-05,0.0006410184836605,3.0619280233043135e-15,2.8107030515211088e-15,0.0006037720798641,0.000644585873707,4.908239203948503e-05,-0.0005473158871087,0.0005478481670155,0.0005609443715772,4.032948323757511e-05,-1.246931015425205e-09,-127.31872567912814
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---1,0.0,1.0967633876992535e-06,-0.0261279235234628,159.43671926944415,-1.7431815187332597e-07,96.06017871124006,2.333744344968596e-05,0.0,6.870274295812496e-06,-148.5637134448549,1.0,0.0,2.8918075165797404e-05,0.0,2.512281994943716e-06,0.0,-0.0346951452946347,6.333681194189801e-05,0.0354975521907751,1.9181495461586626e-15,2.583250334247057e-15,0.0339970933481816,0.0340193564521479,4.8653237466272086e-05,0.0330791937139387,-0.000339386564236,0.034270162449414,3.7175502394703546e-05,-3.38881674909523e-09,20.74749522661869
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---2,0.0,5.24719742116269e-08,-0.0048668587716834,142.30356278030493,-4.546202730934008e-07,90.06739635100202,2.5148368275073547e-05,0.0,6.872802699243655e-06,-170.42897903501884,1.0,0.0,2.875830683501564e-05,0.0,2.7584235641215586e-06,0.0,-0.0074812627871121,6.542488447379972e-05,0.0101246121676025,2.6630443935910715e-15,3.3277952121188613e-15,0.0072707740467135,0.0081928403363222,4.942830939399124e-05,0.005040015688026,-0.000490868952074,0.0076178300168061,3.9281059004851554e-05,-2.981519156966448e-09,12.334848230013984
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---3,0.0,7.728735348611632e-09,0.0026503404823303,-135.54532530943064,-2.784270767375617e-07,167.92593693464863,2.6380158070240533e-05,0.0,5.429321844793676e-06,-52.46473919724011,1.0,0.0,2.908068371888057e-05,0.0,1.5089964196694914e-06,0.0,0.0009280413463526,6.60444181114074e-05,0.0038747512047221,3.1217656253269937e-15,3.4516593818053653e-15,0.0038084888985299,0.0021097780788499,4.799449389211956e-05,0.0016329640169789,-0.0003897537334803,0.0036804981410962,3.955628356599452e-05,-2.1538141889534824e-09,71.0043763625855
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---4,0.0,3.61434756626693e-10,-0.0002090035964941,66.18473932164508,-2.739946989104468e-07,135.95671588111264,2.6356543476302684e-05,0.0,6.032332015364827e-06,102.99094255091924,1.0,0.0,2.867213088539491e-05,0.0,2.2438674010626097e-06,0.0,0.0003445268719227,6.56060921825917e-05,0.0006410184836605,3.0619280233043135e-15,2.8107030515211088e-15,0.0006037720798641,0.000644585873707,4.908239203948503e-05,-0.0005473158871087,0.0005478481670155,0.0005609443715772,4.032948323757511e-05,-1.246931015425205e-09,-127.31872567912814
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---5,0.0,1.0946788844608433e-07,0.0132024388334427,-144.052131133429,-3.755129121245885e-07,163.55886943556135,2.647966861628825e-05,0.0,4.7620838097609165e-06,-38.35905402779434,1.0,0.0,2.8744724342296648e-05,0.0,1.492055261069785e-06,0.0,-0.0030821885160069,6.493593976055514e-05,0.017641568464886,3.923391039504096e-15,4.371097926748925e-15,0.0140371811299232,0.0125393766157747,4.836923093327175e-05,0.0121644840116621,-0.0004518532195026,0.0146909388796803,3.944056745247423e-05,-2.20951645113761e-09,39.13149917296516
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---6,0.0,3.61434756626693e-10,-0.0002090035964941,66.18473932164508,-2.739946989104468e-07,135.95671588111264,2.6356543476302684e-05,0.0,6.032332015364827e-06,102.99094255091924,1.0,0.0,2.867213088539491e-05,0.0,2.2438674010626097e-06,0.0,0.0003445268719227,6.56060921825917e-05,0.0006410184836605,3.0619280233043135e-15,2.8107030515211088e-15,0.0006037720798641,0.000644585873707,4.908239203948503e-05,-0.0005473158871087,0.0005478481670155,0.0005609443715772,4.032948323757511e-05,-1.246931015425205e-09,-127.31872567912814
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---7,0.0,5.24719742116269e-08,-0.0048668587716834,142.30356278030493,-4.546202730934008e-07,90.06739635100202,2.5148368275073547e-05,0.0,6.872802699243655e-06,-170.42897903501884,1.0,0.0,2.875830683501564e-05,0.0,2.7584235641215586e-06,0.0,-0.0074812627871121,6.542488447379972e-05,0.0101246121676025,2.6630443935910715e-15,3.3277952121188613e-15,0.0072707740467135,0.0081928403363222,4.942830939399124e-05,0.005040015688026,-0.000490868952074,0.0076178300168061,3.9281059004851554e-05,-2.981519156966448e-09,12.334848230013984
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---8,0.0,1.0967633876992535e-06,-0.0261279235234628,159.43671926944415,-1.7431815187332597e-07,96.06017871124006,2.333744344968596e-05,0.0,6.870274295812496e-06,-148.5637134448549,1.0,0.0,2.8918075165797404e-05,0.0,2.512281994943716e-06,0.0,-0.0346951452946347,6.333681194189801e-05,0.0354975521907751,1.9181495461586626e-15,2.583250334247057e-15,0.0339970933481816,0.0340193564521479,4.8653237466272086e-05,0.0330791937139387,-0.000339386564236,0.034270162449414,3.7175502394703546e-05,-3.38881674909523e-09,20.74749522661869
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2---9,0.0,1.19374741600636e-08,-0.0012493934306678,175.9155619562001,-8.320444457759725e-07,114.35697424115884,2.5128804195782887e-05,0.0,6.245367014332285e-06,-125.79868706537737,1.0,0.0,2.8833767121443133e-05,0.0,1.6073095064552826e-06,0.0,-0.0032224135320824,6.61203113760198e-05,0.0047375707195,2.4715579814304958e-15,3.546724735953611e-15,0.0034566535235325,0.0039942754986871,5.043291143430875e-05,0.0024449527120706,-0.0002936014855231,0.003598967808277,4.1154761138969966e-05,-5.701943580362839e-09,25.34930760595421
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---0,0.0,7.874578915206406e-09,0.0022472167332368,-117.09275816677628,-2.4108157116087265e-07,-17.54917928502144,2.275866964679844e-05,0.0,6.509625973098022e-06,-78.22119828623892,1.0,0.0,2.790467561366193e-05,0.0,2.5321059120515035e-06,0.0,0.0023009218355796,6.107821351131361e-05,0.0026850035484766,1.8937738100722718e-16,5.574477122381046e-16,0.0032503670751345,0.0036267310577091,4.679705045163567e-05,0.0015094699300254,-0.0004465546242339,0.0022276529714636,3.5681386731461226e-05,-8.093724844305982e-10,175.06875865655317
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---1,0.0,7.874578915206406e-09,0.0022472167332368,-117.09275816677628,-2.4108157116087265e-07,-17.54917928502144,2.275866964679844e-05,0.0,6.509625973098022e-06,-78.22119828623892,1.0,0.0,2.790467561366193e-05,0.0,2.5321059120515035e-06,0.0,0.0023009218355796,6.107821351131361e-05,0.0026850035484766,1.8937738100722718e-16,5.574477122381046e-16,0.0032503670751345,0.0036267310577091,4.679705045163567e-05,0.0015094699300254,-0.0004465546242339,0.0022276529714636,3.5681386731461226e-05,-8.093724844305982e-10,175.06875865655317
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---2,0.0,9.570870224603261e-10,-0.0014058158871025,56.96707037911049,-6.008899479298489e-07,-169.9369077281266,2.250815261343761e-05,0.0,6.805608049508129e-06,157.2580571555609,1.0,0.0,2.836448181317536e-05,0.0,2.4039121672772845e-06,0.0,0.0001495863841689,6.174237743072282e-05,0.0013770143972244,3.182313979772965e-16,1.4544076152323124e-15,0.0002437765535817,0.000111671689619,4.697575025044904e-05,-0.0011418622989304,-0.0001641708983195,6.0094249726026754e-05,3.611830069607693e-05,-7.50967475688637e-10,-136.07876225016577
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---3,0.0,6.358102537028935e-08,-0.003488307024844,178.00246039172916,-4.528024477075543e-07,-79.88241818626356,2.4479791274783808e-05,0.0,5.41951415916126e-06,-159.71237152459094,1.0,0.0,2.777736777199905e-05,0.0,1.825155666002672e-06,0.0,0.0098131095594045,6.169757508702374e-05,0.0084965214327565,2.496054556480169e-16,7.350569820265309e-16,0.0099601373432067,0.0091011013077711,4.6526158619059e-05,0.0051068860431553,-0.0005146454925128,0.0096137492847849,3.773769131891216e-05,-7.671196429164771e-10,158.9525065895854
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---4,0.0,3.4727794066492674e-08,0.0050081973748129,63.23937297329007,-7.583369460040215e-07,97.85191762928912,2.4582860610031714e-05,0.0,5.24272540523584e-06,-63.13427537445726,1.0,0.0,2.781708783899708e-05,0.0,1.6641820568952302e-06,0.0,-0.005400209728154,6.157120960805204e-05,0.0067411964433056,1.8276788417238788e-16,5.302413826443529e-16,0.0062518847653723,0.0060509735781672,4.651708259664413e-05,0.0045929692066753,-0.0001107425550682,0.0062692644975707,3.773616913940148e-05,-2.748739994810107e-10,110.54372690353232
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---5,0.0,2.1107128481501682e-07,-0.0152429311998839,172.41015293062833,-1.2036915247120277e-07,-115.904289069897,2.450468281032825e-05,0.0,5.92805653142208e-06,150.27658207927533,1.0,0.0,2.822656169092173e-05,0.0,2.0041363260733194e-06,0.0,0.0106517268984075,6.047486208508853e-05,0.0122596745669993,2.524950634772535e-16,1.0119029070634771e-14,0.0154490248805475,0.014490543342369,4.656472427716491e-05,0.0117369065415774,-0.0003545111476101,0.0149108847529443,3.790918374909357e-05,-8.601569837056754e-10,138.57194123752535
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---6,0.0,7.874578915206406e-09,0.0022472167332368,-117.09275816677628,-2.4108157116087265e-07,-17.54917928502144,2.275866964679844e-05,0.0,6.509625973098022e-06,-78.22119828623892,1.0,0.0,2.790467561366193e-05,0.0,2.5321059120515035e-06,0.0,0.0023009218355796,6.107821351131361e-05,0.0026850035484766,1.8937738100722718e-16,5.574477122381046e-16,0.0032503670751345,0.0036267310577091,4.679705045163567e-05,0.0015094699300254,-0.0004465546242339,0.0022276529714636,3.5681386731461226e-05,-8.093724844305982e-10,175.06875865655317
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---7,0.0,3.4727794066492674e-08,0.0050081973748129,63.23937297329007,-7.583369460040215e-07,97.85191762928912,2.4582860610031714e-05,0.0,5.24272540523584e-06,-63.13427537445726,1.0,0.0,2.781708783899708e-05,0.0,1.6641820568952302e-06,0.0,-0.005400209728154,6.157120960805204e-05,0.0067411964433056,1.8276788417238788e-16,5.302413826443529e-16,0.0062518847653723,0.0060509735781672,4.651708259664413e-05,0.0045929692066753,-0.0001107425550682,0.0062692644975707,3.773616913940148e-05,-2.748739994810107e-10,110.54372690353232
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---8,0.0,2.1107128481501682e-07,-0.0152429311998839,172.41015293062833,-1.2036915247120277e-07,-115.904289069897,2.450468281032825e-05,0.0,5.92805653142208e-06,150.27658207927533,1.0,0.0,2.822656169092173e-05,0.0,2.0041363260733194e-06,0.0,0.0106517268984075,6.047486208508853e-05,0.0122596745669993,2.524950634772535e-16,1.0119029070634771e-14,0.0154490248805475,0.014490543342369,4.656472427716491e-05,0.0117369065415774,-0.0003545111476101,0.0149108847529443,3.790918374909357e-05,-8.601569837056754e-10,138.57194123752535
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2---9,0.0,9.094648502808161e-09,-0.0017885793545302,3.5921682568159725,-4.115003691422092e-07,11.765009583470142,2.1956065202213093e-05,0.0,6.893339132814877e-06,-150.08463202141408,1.0,0.0,2.825325145688244e-05,0.0,2.739536375026645e-06,0.0,0.0002209254453385,6.119872893640771e-05,0.002902380645085,1.015529280914978e-15,4.278531203718951e-16,0.0031846784533904,0.0031825388102188,4.719255605608899e-05,0.0029471267120021,-0.0003015507013828,0.0031681209921447,3.559719147586395e-05,-1.3323400430495136e-09,82.1896670867634
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---0,0.0,7.102909516155722e-10,-0.000476497134331,47.3341405273995,-3.390898910456483e-07,85.71772219812506,3.5300569661909886e-05,0.0,7.547868132311218e-06,-23.231944168665898,1.0,0.0,3.866571341895572e-05,0.0,3.0147636892732844e-06,0.0,0.0005706714577648,8.612204233470004e-05,-0.0001369281837857,5.9935642495892095e-16,5.853898774823145e-16,0.0009130605895927,0.000870367006941,6.550771549970039e-05,0.0005457208466987,0.0001974471913612,0.0009512652550937,5.328218532832031e-05,-7.343507082733584e-10,-102.49276530477484
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---1,0.0,2.16473646737014e-08,0.0042225628747172,109.0412458457123,-2.305667669857125e-07,-151.83063444891027,3.188761272345167e-05,0.0,8.959544670081911e-06,75.10878560646624,1.0,0.0,3.8386923074934186e-05,0.0,3.6062514044150144e-06,0.0,0.003217410826571,8.474840854038958e-05,-0.0016887950698933,2.276100189448333e-16,1.6286344285139065e-15,0.0035596686998113,0.0063773259588935,6.46335774630491e-05,0.0031738452984946,-0.0004038805032136,0.0062864769167494,5.021958468275107e-05,-3.460393796343794e-09,-105.1499149604492
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---2,0.0,1.405208473000484e-09,0.0015785631995826,114.18102041585996,-1.085688973710563e-07,-174.54443482811047,3.195999878813214e-05,0.0,9.164552445158153e-06,69.12614496741487,1.0,0.0,3.81445697844121e-05,0.0,3.836299784345386e-06,0.0,0.0016046152668609,8.458377329847327e-05,-0.0005456310122184,2.5853946377489473e-16,6.616340338195671e-16,0.0009907460332004,0.0017075685552301,6.544943833311154e-05,0.0010621312387729,-0.0004925235543893,0.0016741378672014,5.078333818462107e-05,-8.579977742223524e-10,-115.35880985291348
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---3,0.0,1.6453229953600775e-08,0.0030692805934723,-56.07007859118886,-2.0685885026158013e-07,-108.72078747907312,3.2184218279038543e-05,0.0,8.76643045872587e-06,-59.46347707783712,1.0,0.0,3.854556880167903e-05,0.0,3.463449378258203e-06,0.0,0.0033833147519116,8.480125567814073e-05,-0.0029558294922277,2.973717509947165e-16,6.159517085903486e-16,0.0028975888670285,0.0051379984651684,6.473682178613525e-05,0.0040417201364261,-0.0004542931121109,0.0054687584780793,5.03432939146437e-05,-1.6575063829259103e-09,166.30452974306402
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---4,0.0,6.776752360430551e-08,0.0077868014505099,122.95898117856343,-3.5110174059394133e-07,-166.9096525078471,3.202796934097284e-05,0.0,8.455432944340024e-06,106.43839471800284,1.0,0.0,3.844779477730584e-05,0.0,3.231334121098777e-06,0.0,0.0055541691391302,8.489846032872673e-05,-0.0007814315881329,4.104332012467101e-16,1.875632984968389e-15,0.0081970010874057,0.0091552878524856,6.40504526780814e-05,0.0033634302188184,-0.0003646042875375,0.0091988944001341,4.972212783849686e-05,-2.975496198167128e-09,-81.25306006325485
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---5,0.0,3.863971009262203e-09,-0.0006384578706586,-173.33356530673174,-4.535699388506945e-07,140.32521225674031,3.22633413308572e-05,0.0,9.039639607762896e-06,122.40569897720523,1.0,0.0,3.874156743398446e-05,0.0,4.082591976158753e-06,0.0,0.0021585250450936,8.563184437222532e-05,-0.0013392167878628,2.0568149553819766e-16,4.0191945609132396e-16,0.0017432017575468,0.0027688784972156,6.54305677225495e-05,0.0021199131536718,-0.0004898830590405,0.0028184332079139,5.038549938618205e-05,-4.0240497770058656e-10,148.53494053568372
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---6,0.0,6.692571624234866e-10,0.0003743218693796,142.8671676209582,-2.3226609104883014e-07,152.6395365313621,3.217047266051779e-05,0.0,8.600661611173894e-06,86.19896091669779,1.0,0.0,3.84667358976628e-05,0.0,3.3062735807429088e-06,0.0,0.0011933118819498,8.417637441653135e-05,-0.0005197998552615,2.646016117156426e-16,3.967748633512225e-16,0.0007549129978658,0.0010930355998318,6.42015234373558e-05,0.0008465937054252,0.0001613350230892,0.0012661103294508,4.997403227698357e-05,-1.0415488503903031e-09,-165.6293495730118
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---7,0.0,1.405208473000484e-09,0.0015785631995826,114.18102041585996,-1.085688973710563e-07,-174.54443482811047,3.195999878813214e-05,0.0,9.164552445158153e-06,69.12614496741487,1.0,0.0,3.81445697844121e-05,0.0,3.836299784345386e-06,0.0,0.0016046152668609,8.458377329847327e-05,-0.0005456310122184,2.5853946377489473e-16,6.616340338195671e-16,0.0009907460332004,0.0017075685552301,6.544943833311154e-05,0.0010621312387729,-0.0004925235543893,0.0016741378672014,5.078333818462107e-05,-8.579977742223524e-10,-115.35880985291348
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---8,0.0,6.776752360430551e-08,0.0077868014505099,122.95898117856343,-3.5110174059394133e-07,-166.9096525078471,3.202796934097284e-05,0.0,8.455432944340024e-06,106.43839471800284,1.0,0.0,3.844779477730584e-05,0.0,3.231334121098777e-06,0.0,0.0055541691391302,8.489846032872673e-05,-0.0007814315881329,4.104332012467101e-16,1.875632984968389e-15,0.0081970010874057,0.0091552878524856,6.40504526780814e-05,0.0033634302188184,-0.0003646042875375,0.0091988944001341,4.972212783849686e-05,-2.975496198167128e-09,-81.25306006325485
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2---9,0.0,1.2526482580056228e-09,0.0004978401128921,83.3441730734201,-1.450401374114867e-07,-172.1898568779233,3.23151286899417e-05,0.0,8.436818026091931e-06,73.32659084278197,1.0,0.0,3.815773780581771e-05,0.0,2.904985476223238e-06,0.0,0.0003733444655818,8.414764706396143e-05,-0.0005971328510897,4.251844359553153e-16,1.633187248070177e-15,0.0006615434933989,0.0012946841846309,6.410939969811242e-05,0.0008630004549949,-0.0005292233308326,0.0016350316526972,5.039922657685641e-05,-2.3560401438145007e-09,-114.81973909329506
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---0,0.0,1.0078635636531512e-09,-8.990272809224836e-06,98.55449566134844,-1.7108394332049966e-06,-163.38072053646553,0.0001228883249151,0.0,3.32193971441297e-05,-145.17905823096766,1.0,0.0,0.0001505677175015,0.0,1.1458941736151364e-05,0.0,-0.000814031453345,0.0003309894829708,-0.0005850953646206,2.6541559586040623e-14,1.1614707996126936e-14,0.0012041171383229,0.0010325470695845,0.0002494944757169,-0.0010292135847498,0.0020662925210406,0.0011841672423424,0.0001938634610473,-3.772955196360334e-09,29.973300109060546
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---1,0.0,2.787203303402425e-09,-0.0010732988893822,144.7886635552205,-1.910831051856801e-06,135.11400249358593,0.0001219514343688,0.0,3.391009782108313e-05,22.89576885308251,1.0,0.0,0.0001571152826043,0.0,1.2155053305195262e-05,0.0,-0.0001204697733127,0.0003284385333939,-0.0001752300781825,1.05781478851043e-14,1.3032111796647236e-13,0.0021454867470659,0.0019478175509372,0.0002502836528332,-0.0013917720106467,0.0235205763063678,0.0022593072552041,0.0001957295492039,-2.361548638186537e-09,-62.41093525898229
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---2,0.0,8.367875785464326e-14,-5.639839318531317e-05,116.36642897385173,-1.0123234956995813e-06,-44.11571777667309,0.0001141665891513,0.0,3.878620044433159e-05,-44.24013786555136,1.0,0.0,0.0001502396984176,1.0,1.37274859228032e-05,0.0,6.320972809193853e-05,0.0003263808201981,9.48887923366606e-05,1.0571601994419255e-14,9.492116580018792e-15,0.0001084211884097,8.161447120175895e-05,0.0002519334844226,0.0001175004006163,0.1409970005745096,2.198501359842081e-05,0.0001895048151736,-3.039848388427804e-09,-147.0884992171266
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---3,0.0,1.424649134338641e-09,-0.0017643137692951,-38.59318823450102,-1.546169697591573e-06,8.76520537207069,0.0001153012515775,0.0,3.732415884903152e-05,-35.61300221897053,1.0,0.0,0.0001501696892942,0.0,1.3399379432109513e-05,0.0,0.0014447840308331,0.0003264309899527,-0.0011054773252058,2.435661464326049e-14,9.770782746864366e-15,0.001750798796829,0.001790640872424,0.0002517384058714,-0.0015903664080572,-0.0006754466725626,0.001889369982102,0.0001884515671584,-2.787655257913109e-09,0.2632198223989955
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---4,0.0,2.787203303402425e-09,-0.0010732988893822,144.7886635552205,-1.910831051856801e-06,135.11400249358593,0.0001219514343688,0.0,3.391009782108313e-05,22.89576885308251,1.0,0.0,0.0001571152826043,0.0,1.2155053305195262e-05,0.0,-0.0001204697733127,0.0003284385333939,-0.0001752300781825,1.05781478851043e-14,1.3032111796647236e-13,0.0021454867470659,0.0019478175509372,0.0002502836528332,-0.0013917720106467,0.0235205763063678,0.0022593072552041,0.0001957295492039,-2.361548638186537e-09,-62.41093525898229
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---5,0.0,3.2257867860007553e-09,0.0014012382370392,75.82330743668157,-1.7440399484534743e-06,162.51244039677994,0.0001241014618334,0.0,3.325025793278907e-05,168.61552487011065,1.0,0.0,0.0001497942694637,0.0,1.1867947952145817e-05,0.0,-0.0007040618143399,0.0003307472394077,-0.0004158207777169,9.61106104082868e-15,1.2675778937979258e-14,0.0018557349895993,0.0019047735279654,0.0002506998903433,-0.0014104911068779,0.0004958265598707,0.0021826350889336,0.0001968226292768,-2.311146362613978e-09,31.40053588193013
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---6,0.0,1.0078635636531512e-09,-8.990272809224836e-06,98.55449566134844,-1.7108394332049966e-06,-163.38072053646553,0.0001228883249151,0.0,3.32193971441297e-05,-145.17905823096766,1.0,0.0,0.0001505677175015,0.0,1.1458941736151364e-05,0.0,-0.000814031453345,0.0003309894829708,-0.0005850953646206,2.6541559586040623e-14,1.1614707996126936e-14,0.0012041171383229,0.0010325470695845,0.0002494944757169,-0.0010292135847498,0.0020662925210406,0.0011841672423424,0.0001938634610473,-3.772955196360334e-09,29.973300109060546
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3---7,0.0,1.424649134338641e-09,-0.0017643137692951,-38.59318823450102,-1.546169697591573e-06,8.76520537207069,0.0001153012515775,0.0,3.732415884903152e-05,-35.61300221897053,1.0,0.0,0.0001501696892942,0.0,1.3399379432109513e-05,0.0,0.0014447840308331,0.0003264309899527,-0.0011054773252058,2.435661464326049e-14,9.770782746864366e-15,0.001750798796829,0.001790640872424,0.0002517384058714,-0.0015903664080572,-0.0006754466725626,0.001889369982102,0.0001884515671584,-2.787655257913109e-09,0.2632198223989955
