id,y__median,y__quantile__q_0.3,y__quantile__q_0.2,y__quantile__q_0.1,y__quantile__q_0.4,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",y__quantile__q_0.7,y__quantile__q_0.6,"y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",y__minimum,y__sum_values,y__quantile__q_0.8,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","y__fft_coefficient__attr_""real""__coeff_0","y__fft_coefficient__attr_""abs""__coeff_0",y__mean,y__quantile__q_0.9,y__root_mean_square,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","y__linear_trend__attr_""intercept""","y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","y__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",y__abs_energy,"y__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)"
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---14,0.2931195,0.292879,0.2927326,0.2925577,0.2930036,0.2933056729800499,0.2934373,0.293255,0.2932072910447761,0.292258,586.5500299999999,0.2937962,0.2930539426829268,586.55003,586.55003,0.2932750149999999,0.2942382,0.2932757469420665,0.2937853906059851,0.2937840376865672,0.2937863999970014,0.2937747342926829,0.2948430109756098,0.2943641977057357,0.29453125,0.2140142087679387,0.1600401316238395,172.021327488854,0.4523670508342679,0.1074608748191051
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---28,0.2931195,0.292879,0.2927326,0.2925577,0.2930036,0.2933056729800499,0.2934373,0.293255,0.2932072910447761,0.292258,586.5500299999999,0.2937962,0.2930539426829268,586.55003,586.55003,0.2932750149999999,0.2942382,0.2932757469420665,0.2937853906059851,0.2937840376865672,0.2937863999970014,0.2937747342926829,0.2948430109756098,0.2943641977057357,0.29453125,0.2140142087679387,0.1600401316238395,172.021327488854,0.4523670508342679,0.1074608748191051
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---15,0.292964,0.2926113999999999,0.2924018,0.2922649,0.292816,0.2931900742892768,0.2935493,0.2932124,0.293077892238806,0.291973,586.474989,0.2938296,0.2928468573170731,586.474989,586.474989,0.2932374945,0.2944095,0.2932394299598512,0.2938546035411471,0.2938533192089552,0.2938557832308845,0.2938451347317073,0.2973661780487805,0.2949574713341646,0.2956187473134328,0.214167712015328,0.1592347899811601,171.97872656635698,0.4523226268964766,0.1076328210195591
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---16,0.292897,0.2926097,0.292533,0.292424,0.2927608,0.2924724660224438,0.2932753,0.2930534,0.292388485522388,0.292178,586.111643,0.2935263999999999,0.2922771780487805,586.111643,586.111643,0.2930558215,0.2938751,0.2930565135208028,0.2930578206184538,0.2930578292835821,0.2930578529085457,0.2930583725609755,0.2951672207317073,0.2939775795760598,0.2943289343283582,0.2129740305649977,0.1588007571261959,171.76424023393696,0.4492967364302405,0.1063912477987661
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---29,0.292897,0.2926097,0.292533,0.292424,0.2927608,0.2924724660224438,0.2932753,0.2930534,0.292388485522388,0.292178,586.111643,0.2935263999999999,0.2922771780487805,586.111643,586.111643,0.2930558215,0.2938751,0.2930565135208028,0.2930578206184538,0.2930578292835821,0.2930578529085457,0.2930583725609755,0.2951672207317073,0.2939775795760598,0.2943289343283582,0.2129740305649977,0.1588007571261959,171.76424023393696,0.4492967364302405,0.1063912477987661
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---4,0.292897,0.2926097,0.292533,0.292424,0.2927608,0.2924724660224438,0.2932753,0.2930534,0.292388485522388,0.292178,586.111643,0.2935263999999999,0.2922771780487805,586.111643,586.111643,0.2930558215,0.2938751,0.2930565135208028,0.2930578206184538,0.2930578292835821,0.2930578529085457,0.2930583725609755,0.2951672207317073,0.2939775795760598,0.2943289343283582,0.2129740305649977,0.1588007571261959,171.76424023393696,0.4492967364302405,0.1063912477987661
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---17,0.2931765,0.292917,0.292734,0.292613,0.293048,0.2923446021945137,0.29343,0.293322,0.2922322859701492,0.291116,586.292065,0.2935832,0.2920762219512195,586.292065,586.292065,0.2931460325,0.2937641,0.2931466023642667,0.2928463912319202,0.2928471570149253,0.2928458025697151,0.2928543199268293,0.293940193902439,0.2934379741396509,0.2936256308955223,0.2123255717410175,0.1584276145540551,171.869860955427,0.4482326093543566,0.1068127331429819
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---19,0.293152,0.292989,0.2928368,0.2926928,0.29307,0.292738708765586,0.29345,0.2932634,0.292657757761194,0.292446,586.593754,0.2936162,0.2925624768292683,586.593754,586.593754,0.293296877,0.2939741,0.2932974671648836,0.2933045080872818,0.2933044436567164,0.2933044570809595,0.2933058052195122,0.29552125,0.2940644720822942,0.2944335041791044,0.2127936946562729,0.1593540763734061,172.04680849067205,0.4505580669457035,0.1068448654983283
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---26,0.293152,0.292989,0.2928368,0.2926928,0.29307,0.292738708765586,0.29345,0.2932634,0.292657757761194,0.292446,586.593754,0.2936162,0.2925624768292683,586.593754,586.593754,0.293296877,0.2939741,0.2932974671648836,0.2933045080872818,0.2933044436567164,0.2933044570809595,0.2933058052195122,0.29552125,0.2940644720822942,0.2944335041791044,0.2127936946562729,0.1593540763734061,172.04680849067205,0.4505580669457035,0.1068448654983283
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---6,0.293152,0.292989,0.2928368,0.2926928,0.29307,0.292738708765586,0.29345,0.2932634,0.292657757761194,0.292446,586.593754,0.2936162,0.2925624768292683,586.593754,586.593754,0.293296877,0.2939741,0.2932974671648836,0.2933045080872818,0.2933044436567164,0.2933044570809595,0.2933058052195122,0.29552125,0.2940644720822942,0.2944335041791044,0.2127936946562729,0.1593540763734061,172.04680849067205,0.4505580669457035,0.1068448654983283
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---2,0.293216,0.2928594,0.2926798,0.2925558,0.2930236,0.2935250348004987,0.2938023,0.293447,0.2934474810447761,0.292328,586.824839,0.294056,0.2932471743902438,586.824839,586.824839,0.2934124195,0.2945547,0.2934135123406188,0.2940935501795511,0.2940917899402985,0.2940948589865068,0.2940778815853658,0.2955389792682926,0.2948113401995013,0.2950484907462687,0.2140890829079969,0.1597782566243663,172.182978448117,0.4514554197953969,0.1068178913403149
warmup_results_0_8_openbsd1_i7_4790___LuaJIT-default-lua.json#nbody---9,0.293216,0.2928594,0.2926798,0.2925558,0.2930236,0.2935250348004987,0.2938023,0.293447,0.2934474810447761,0.292328,586.824839,0.294056,0.2932471743902438,586.824839,586.824839,0.2934124195,0.2945547,0.2934135123406188,0.2940935501795511,0.2940917899402985,0.2940948589865068,0.2940778815853658,0.2955389792682926,0.2948113401995013,0.2950484907462687,0.2140890829079969,0.1597782566243663,172.182978448117,0.4514554197953969,0.1068178913403149
