id,AR,EncDecAD,FCVAE,FITS,LSTMADalpha
196,0.002224610158189494,0.005702195146415641,0.01119979504158291,0.004589061007516924,0.008887952565018533
197,0.0007271411634403261,0.00040585512809101186,0.0008770115648961557,0.0002874825768179527,0.0004912435245972577
198,0.45,0.8333333333333333,0.75,0.8333333333333333,0.8333333333333333
199,0.24236449964124468,0.3402797549725883,0.3424679095610374,0.27197921367105465,0.32701210052188107
200,0.047619047619047616,0.2,0.2,0.1111111111111111,0.2
201,0.9465649165649166,1.0,0.9698826173826173,0.9036191440138808,1.0
202,0.7511627906976744,0.6109022556390977,0.751269035532995,0.7504221190375686,0.7531055900621118
203,0.6581389677376138,0.8762722646310432,0.8165371939736347,0.7643315018315018,0.8761025358324146
204,0.3666666666666667,1.0,0.5833333333333333,1.0,1.0
205,0.00011453441759248655,9.259259259259259e-05,0.00011936022917164001,0.0005509641873278236,9.70873786407767e-05
207,0.727743271221532,0.8047619047619048,0.8476190476190475,0.8087074829931971,0.8357142857142857
209,0.32648559319898823,0.5505626174098929,0.6059130799092558,0.5505270408981009,0.5506664714499552
21,0.014084507042253521,0.006172839506172839,0.0004161464835622139,0.004524886877828055,0.003676470588235294
22,0.0016638935108153079,0.0012755102040816326,0.000314070351758794,0.0006349206349206349,0.005076142131979695
23,0.00033753679298702233,0.0358322102425876,0.500169664065151,0.0017517517517517517,0.045525669209879736
25,0.0004040017761225443,0.0003373673091468663,0.0004553852255122127,0.0001364560324923903,0.0003379973180769191
26,0.00011904761904761905,0.00022831050228310502,6.315523556902867e-05,0.0010893246187363835,8.080808080808081e-05
27,0.6061819209949426,0.45480777490810936,0.30050980700237295,0.5816017156578033,0.4751852441043449
28,0.8002256604905895,0.9576315789473682,0.63024213190455,0.8723705474092469,0.9908466819221964
29,0.515837264214371,0.43363732435216595,0.6408818324101653,0.608600369696463,0.4935014577780587
30,0.9126464544227701,0.969458653026428,0.967438126566416,0.856548890923891,0.948139880952381
31,0.9951190476190477,0.9617188163144048,0.7983818493984657,0.8572602053683966,0.9042019146331302
32,0.600921923122168,0.6444271543088476,0.5434037033492414,0.6057362549180795,0.6420855503982316
33,0.5747195213793878,0.6677107734713414,0.5705323131175982,0.6680799463496909,0.6679074598069011
34,0.33410072198077717,0.3335968040307999,0.3337490839909617,0.3339361504153454,0.33359080323036683
35,0.2183881654755309,0.40171714551133947,0.3807351326937419,0.3815529586202157,0.4014053710012092
36,0.5366319444444444,0.7154761904761905,0.9317956349206349,0.6667955685618729,0.7842261904761905
