id,SARIMA,RNN_RNN,RNN_LSTM,RNN_GRU,TimesFM,Chronos
001b49279bcee7d125a97b05270bfef90bd1e95312b78e2db639f0a531bd3543,7.660009406507015,6.016568630933762,7.674826979637146,6.671853430569172,8.181675523519516,9.780626565217972
0090326fced7728419b589c8c6c2cad5b05d75553813b47938fae26ba0b2b393,47.771453857421875,36.14420014619827,54.60065293312073,36.294146329164505,51.421852588653564,43.70619559288025
02158978e403150c2befd8b4176c717c4230186b25f7de41a83e27a13f0dd4e4,3.342195112258196,7.735916309058666,4.69336660951376,4.122022986412048,2.2325229980051517,2.988134950399399
04605a37a22e05096e009845434d33bfd1c42cd67f6d72601d351e470614bf5f,4.495925582945347,3.2184407263994217,3.3582274317741394,3.0905137434601784,3.5699200108647346,4.337763853371143
05aed21c749138a712c901a4e7113230306b3b3e2ec055b73f6ba40e78b870ec,124.78919529914856,125.7104526758194,125.64643812179565,126.30415558815002,131.24099922180176,144.6422414779663
063ba6f3c1d425f6f5c3bde3b9ba1eba7c6d81c57fd794860338638212d30dfb,7.76531558483839,8.374757595360279,6.846473000943661,7.51551428437233,8.348426334559917,7.940959617495537
067db9e34208d72cb693c8c199dfb3fdd7a0d11e29bc6285aeb702ddea18ff7e,75.318438321352,70.56791567802429,80.0640738606453,73.10335314273834,75.00289988517761,69.33580780029297
06b3bf665f5a7f680cb80e5a64f71e0da9a19047a80f494c706d4ea5aa27a134,12.001332744956017,12.152400061488152,15.373050078749657,10.259060263633728,5.783387519419193,5.833592101931572
076c1b2effca757264929b87ba491cfa9005a06bb7b81de4b33fd60eb0421788,86.53144761919975,89.41648864746094,71.69826626777649,69.28637194633484,68.06460523605347,68.51674038171768
08f7ff6d9380a3c0442130789c39c3006b6648ba613a3cc9f34de200ae2ee057,2.1666178926825523,2.661316566169262,2.0452770069241524,2.0649247132241726,2.832343578338623,1.8184935934841633
092a09c2b274437cacc47579598007d841832357369735c3c770b2ba6dca3454,13.742409966886044,10.632948063313961,14.182243943214417,10.104792095720768,6.858416125178337,10.900095373392105
096d04270888c86c3698b47942b1ccd5fcede77987562931d4177f7e95160639,20.453603126108646,20.319467812776566,21.21526564657688,20.817541003227234,20.83209867030382,20.529342375695705
0ae3bb3e0b0353563576befc8fd4549912995de9f069183fe0b20bce13d7cd57,24.875007271766663,11.956512346863747,12.44265167415142,12.537725374102592,13.745488300919533,14.553823202848434
0b104201b2555d9eea01adaf120f401db50cdc0df2bc3457fcbce2a7d9948e28,75.79169455170631,42.15848749876022,34.091551303863525,30.750206470489502,32.54902398586273,37.63260245323181
0b457d358285ce6a2337cf4c69d227e8c1e0d6925782c0dc1d876fdef7bf1e06,11.667594149708748,15.948506981134415,17.470647126436234,19.493075162172318,12.014545366168022,12.759234115481377
0b659d324c401313e25e29ab2d218d2968a1da941b27e0738faa099d9c9ea2a4,13.284364685416222,8.901232361793518,8.431646659970284,9.55136901140213,12.282283157110214,15.853008300065994
0c0c478de9a3c2ff59c9ca2cbe986e4965824ecfaee1d73b975b8d857ec0674a,46.813491731882095,37.444979786872864,41.43648201227188,37.91531366109848,34.682174652814865,31.049788177013397
0ce67779eaa33056a996ccdeabeb3c04e48d41388d5fa734c30f505d7583b559,29.73857543617487,14.650076046586037,13.653291121125221,15.4863960146904,10.191552981734276,17.952473677694798
0ddb434d18f5ca44cbdb353ba0ae6d9d34a2485a53f5b4efafee103d52cf842c,12.407711014151573,8.780069023370743,8.967152193188667,10.054458379745483,10.643130749464035,11.887133687734604
101e17ae7801e4acefab9ca1d685221eeda35fd6edd3ee644028cfac0534d31e,9.505588367581367,10.984136790037155,21.123888596892357,17.61945667117834,9.247769020497799,6.571688532829285
12c1683495eee1b714c9b0a145630b2e10ef92ec97be67cb46bf6ba23b83cd78,53.908516243100166,40.41836750507355,40.96793711185455,43.32025036215782,50.10191550850868,45.10431097447872
12cc7df2e6aca1aa0270dab5fe9f47843c2d4c005e4f582459dfeca022fb05ac,29.531185030937195,36.362802386283875,40.95888155698776,42.86188715696335,30.271624237298965,31.61592584848404
1300914ae3947528640096f863cfa01e924adb659f39282826742dc8ba0f81f4,53.93394783139229,30.994265541434288,27.996563002467155,32.97920921444893,38.0181238502264,34.42295713722706
14c9c5e9966a677d7787923e4a3c8e208ca58d29aeea4cd85d587fd3aecba620,17.304112493991852,27.6552914083004,29.305301815271378,27.71410283446312,19.635424360632896,16.706107400357723
14e788b536994a9402114f567a872f866c9b359446f28a63a18f4b3aaf801d12,73.21514767408371,85.85813617706299,84.15669083595276,80.24433618783951,65.72598034143448,84.13998085260391
